"NAME","B01001_032E","B01001_033E","B01001_034E","B01001_035E","B01001_036E","B01001_037E","B01001_038E","B01001_039E","B01001_040E","B01001_041E","B01001_042E","B01001_043E","B01001_044E","B01001_045E","B01001_046E","B01001_047E","B01001_048E","B01001_049E","B25024_002E","B25024_003E","B25024_004E","B25024_005E","B25024_006E","B25024_007E","B25024_008E","B25024_009E","B25024_010E","B25024_011E","B25009_003E","B25009_004E","B25009_005E","B25009_006E","B25009_007E","B25009_008E","B25009_009E","B25009_011E","B25009_012E","B25009_013E","B25009_014E","B25009_015E","B25009_016E","B25009_017E","state","county","tract","block group"
"Block Group 3, Census Tract 614, San Francisco County, California",0,0,0,70,57,50,49,93,37,34,13,14,0,13,0,0,0,0,169,72,162,116,0,12,0,0,0,0,73,83,12,28,0,0,0,89,122,101,9,0,0,0,"06","075","061400","3"
"Block Group 2, Census Tract 612, San Francisco County, California",23,27,34,147,111,57,113,111,138,34,24,107,21,29,8,21,23,45,311,191,170,62,21,60,18,32,0,0,62,117,79,44,4,11,5,134,49,43,63,136,25,35,"06","075","061200","2"
"Block Group 1, Census Tract 612, San Francisco County, California",24,0,45,55,87,28,44,7,54,60,15,8,62,24,51,20,0,20,153,96,7,2,29,9,51,65,0,0,4,7,44,41,14,9,47,134,62,15,22,13,0,0,"06","075","061200","1"
"Block Group 1, Census Tract 611, San Francisco County, California",0,0,0,34,9,8,0,28,19,0,6,11,7,31,21,53,9,30,0,0,18,13,0,21,76,266,0,0,15,8,0,0,0,0,0,153,115,21,0,0,8,0,"06","075","061100","1"
"Block Group 2, Census Tract 611, San Francisco County, California",0,22,20,84,97,22,108,63,138,126,95,74,66,36,68,19,46,86,19,7,17,19,81,206,440,509,0,0,23,6,7,0,0,0,0,427,408,160,89,56,49,19,"06","075","061100","2"
"Block Group 3, Census Tract 611, San Francisco County, California",0,0,28,17,0,46,9,77,17,34,18,61,0,0,46,35,45,76,12,27,8,0,73,124,85,263,0,0,0,0,0,0,0,0,0,236,170,80,54,0,0,0,"06","075","061100","3"
"Block Group 1, Census Tract 478.02, San Francisco County, California",0,0,21,13,55,10,9,76,44,36,0,12,12,25,0,32,52,0,139,35,127,76,56,27,22,0,0,0,89,90,25,0,0,0,0,33,111,49,36,0,0,0,"06","075","047802","1"
"Block Group 2, Census Tract 478.02, San Francisco County, California",10,46,7,7,36,30,77,21,57,40,0,22,14,6,30,12,11,18,114,85,99,68,32,47,0,0,0,0,69,46,0,39,39,0,0,25,84,41,46,10,0,0,"06","075","047802","2"
"Block Group 3, Census Tract 478.02, San Francisco County, California",0,19,88,100,125,105,41,77,38,64,17,42,6,37,20,24,4,73,108,114,228,110,90,40,8,0,0,0,72,80,42,13,22,12,13,116,111,54,57,7,4,18,"06","075","047802","3"
"Block Group 1, Census Tract 478.01, San Francisco County, California",0,0,0,29,60,12,92,27,32,26,41,40,22,25,19,35,15,31,163,45,137,48,87,33,0,0,0,0,59,77,47,91,0,0,21,108,54,19,11,0,0,0,"06","075","047801","1"
"Block Group 2, Census Tract 478.01, San Francisco County, California",0,0,17,48,34,55,30,54,39,41,23,19,15,8,26,4,10,54,100,128,124,28,63,19,6,10,0,0,28,28,40,54,0,0,10,94,113,30,22,0,0,0,"06","075","047801","2"
"Block Group 3, Census Tract 478.01, San Francisco County, California",0,27,31,30,98,37,92,38,64,49,25,72,42,61,32,51,71,35,142,230,196,91,87,27,27,0,0,0,69,163,93,54,0,0,0,115,183,40,41,0,0,0,"06","075","047801","3"
"Block Group 3, Census Tract 156, San Francisco County, California",24,0,14,48,37,40,19,27,0,35,26,7,66,67,19,37,0,32,39,44,112,67,86,65,0,165,0,0,76,22,26,13,0,0,0,169,196,26,0,11,0,0,"06","075","015600","3"
"Block Group 1, Census Tract 156, San Francisco County, California",0,0,48,22,75,38,31,26,0,39,0,8,10,13,34,0,0,12,35,35,90,73,31,38,52,0,0,0,15,22,28,10,12,0,0,113,101,27,0,0,0,0,"06","075","015600","1"
"Block Group 2, Census Tract 156, San Francisco County, California",14,19,164,216,28,42,44,75,23,42,9,25,0,32,0,0,19,0,70,49,88,200,164,69,4,0,0,0,16,56,33,0,7,7,0,147,123,54,71,64,0,0,"06","075","015600","2"
"Block Group 3, Census Tract 102, San Francisco County, California",0,0,8,101,70,21,0,55,16,37,6,6,13,0,19,26,50,8,90,17,84,33,106,128,28,300,0,0,148,161,0,27,0,0,0,118,103,16,8,0,0,0,"06","075","010200","3"
"Block Group 1, Census Tract 102, San Francisco County, California",0,0,0,178,31,17,49,20,66,31,19,30,12,64,45,17,33,43,134,13,31,405,172,67,84,92,0,0,109,182,0,17,24,0,0,229,159,62,0,16,0,0,"06","075","010200","1"
"Block Group 2, Census Tract 102, San Francisco County, California",0,0,146,141,186,106,93,65,17,51,0,32,9,41,71,0,32,0,39,0,23,83,339,328,397,63,0,0,135,79,0,0,29,0,0,423,412,47,0,0,0,0,"06","075","010200","2"
"Block Group 1, Census Tract 108, San Francisco County, California",24,21,0,23,65,0,0,64,61,19,19,0,0,37,91,23,77,62,60,0,169,107,181,59,21,112,0,0,88,164,39,0,0,20,0,121,67,68,0,0,18,0,"06","075","010800","1"
"Block Group 3, Census Tract 108, San Francisco County, California",26,0,74,183,345,106,153,53,20,18,23,39,49,30,31,0,16,0,19,39,122,246,322,231,171,13,0,0,33,106,17,0,0,0,0,533,268,128,78,0,0,0,"06","075","010800","3"
"Block Group 2, Census Tract 108, San Francisco County, California",0,0,73,64,65,67,26,85,34,39,15,0,28,0,64,0,21,96,61,14,67,171,149,330,19,76,0,0,88,0,20,32,0,0,0,391,147,61,39,21,0,0,"06","075","010800","2"
"Block Group 3, Census Tract 331, San Francisco County, California",0,0,0,18,0,29,22,72,22,23,16,32,0,19,12,15,13,13,292,0,0,0,0,0,0,0,0,0,13,92,50,36,43,10,10,20,10,0,0,0,0,0,"06","075","033100","3"
"Block Group 4, Census Tract 331, San Francisco County, California",0,10,38,53,2,17,32,22,86,59,46,38,49,11,13,25,0,74,498,77,0,0,0,0,0,0,0,0,96,145,128,58,10,10,0,14,0,22,27,0,6,0,"06","075","033100","4"
"Block Group 2, Census Tract 331, San Francisco County, California",11,0,12,28,30,30,12,68,10,26,10,9,11,60,27,0,12,20,231,129,27,0,0,0,0,0,0,0,34,70,48,62,25,0,11,0,14,27,10,10,0,0,"06","075","033100","2"
"Block Group 1, Census Tract 331, San Francisco County, California",0,6,0,43,0,20,15,0,20,66,19,22,0,36,23,0,35,0,313,0,0,0,0,0,0,0,0,0,115,79,90,0,0,0,2,0,11,6,0,0,0,0,"06","075","033100","1"
"Block Group 2, Census Tract 402, San Francisco County, California",0,0,99,108,35,23,18,15,0,0,20,24,16,25,0,0,25,87,17,15,124,105,76,91,0,34,0,0,84,46,0,0,0,0,17,122,111,24,6,0,0,0,"06","075","040200","2"
"Block Group 3, Census Tract 402, San Francisco County, California",0,0,63,73,66,136,70,49,79,73,5,28,22,19,17,121,25,47,65,39,112,105,169,108,0,0,0,0,80,16,36,0,28,0,25,199,120,47,0,19,0,28,"06","075","040200","3"
"Block Group 4, Census Tract 402, San Francisco County, California",0,0,0,25,92,69,42,43,33,0,13,52,20,40,91,0,31,19,91,30,229,141,107,55,0,0,0,0,63,52,0,73,6,0,0,154,144,19,87,0,0,0,"06","075","040200","4"
"Block Group 1, Census Tract 402, San Francisco County, California",0,0,94,101,78,107,72,62,45,48,31,45,0,18,0,0,13,0,152,38,220,172,105,197,0,0,0,0,88,81,78,38,47,0,0,157,158,102,0,12,0,0,"06","075","040200","1"
"Block Group 1, Census Tract 126.02, San Francisco County, California",0,0,33,156,154,51,76,72,56,50,10,11,19,8,23,0,17,0,128,41,84,42,150,347,118,18,0,0,29,20,32,33,40,0,0,345,303,0,9,0,0,0,"06","075","012602","1"
"Block Group 2, Census Tract 126.02, San Francisco County, California",0,0,16,89,194,109,41,10,23,18,0,18,11,9,21,49,9,35,35,40,68,41,17,408,110,170,0,0,59,8,6,32,0,0,0,386,274,0,13,0,13,0,"06","075","012602","2"
"Block Group 1, Census Tract 129.01, San Francisco County, California",0,1,9,161,129,78,45,17,30,22,6,15,0,8,8,0,24,0,21,12,73,84,127,310,130,42,0,0,63,61,12,0,0,0,0,339,196,40,11,0,0,0,"06","075","012901","1"
"Block Group 2, Census Tract 129.01, San Francisco County, California",0,0,0,289,118,79,50,34,39,30,32,15,11,34,11,13,0,36,30,22,116,182,52,383,110,0,0,0,43,132,11,40,13,0,0,317,200,43,28,0,0,0,"06","075","012901","2"
"Block Group 1, Census Tract 126.01, San Francisco County, California",0,10,47,173,273,145,75,168,58,56,35,44,11,61,10,36,30,0,159,34,278,233,144,609,223,0,0,0,77,100,75,31,0,0,0,783,396,84,23,0,0,0,"06","075","012601","1"
"Block Group 3, Census Tract 615, San Francisco County, California",0,0,0,198,84,211,146,59,0,0,0,62,0,0,0,48,0,0,0,0,0,0,48,0,0,1371,0,0,154,257,172,0,0,0,0,118,161,52,40,0,0,0,"06","075","061500","3"
"Block Group 6, Census Tract 615, San Francisco County, California",0,144,223,117,493,206,226,114,152,126,0,0,13,0,13,27,61,114,0,0,0,0,0,0,149,2651,0,0,224,137,0,54,0,37,0,741,544,275,42,0,0,0,"06","075","061500","6"
"Block Group 5, Census Tract 615, San Francisco County, California",0,0,0,39,7,42,0,5,49,0,3,56,0,0,0,0,0,0,0,0,0,0,54,39,132,324,0,0,54,0,0,0,0,0,0,345,101,0,0,0,0,0,"06","075","061500","5"
"Block Group 4, Census Tract 615, San Francisco County, California",0,10,120,254,201,115,270,175,88,0,0,0,0,0,0,59,0,0,54,0,0,0,0,0,116,1830,0,0,532,214,0,108,27,0,0,374,346,66,0,0,0,0,"06","075","061500","4"
"Block Group 2, Census Tract 615, San Francisco County, California",0,0,52,148,205,56,71,142,208,0,0,0,0,0,0,0,0,0,60,99,0,48,0,41,110,857,0,0,105,328,50,0,0,0,0,318,245,91,78,0,0,0,"06","075","061500","2"
"Block Group 1, Census Tract 615, San Francisco County, California",0,0,0,0,209,100,0,48,43,67,0,50,48,58,0,0,0,0,0,0,0,0,0,0,0,1722,0,0,205,159,0,0,0,0,0,734,169,49,0,0,0,0,"06","075","061500","1"
"Block Group 3, Census Tract 607, San Francisco County, California",0,0,27,0,184,58,52,0,0,0,0,0,0,0,143,0,0,0,0,0,0,28,0,0,64,456,0,0,63,68,28,21,0,0,0,92,229,26,0,0,0,0,"06","075","060700","3"
"Block Group 2, Census Tract 607, San Francisco County, California",0,0,0,53,0,0,0,0,32,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,85,0,0,0,0,0,0,0,0,0,62,23,0,0,0,0,0,"06","075","060700","2"
"Block Group 1, Census Tract 607, San Francisco County, California",12,68,242,999,1098,532,345,172,127,273,18,0,64,45,143,0,0,29,34,26,63,19,0,53,442,4625,0,0,479,676,319,78,42,34,0,1360,1393,277,195,44,0,0,"06","075","060700","1"
"Block Group 1, Census Tract 477.01, San Francisco County, California",0,0,16,270,113,25,27,33,23,48,26,49,8,0,44,54,56,46,105,107,87,178,175,64,56,0,0,0,81,52,31,42,27,0,0,235,149,68,29,0,24,0,"06","075","047701","1"
"Block Group 3, Census Tract 477.01, San Francisco County, California",26,14,32,39,12,114,65,60,44,10,32,63,0,17,27,17,0,68,163,95,187,67,68,18,0,0,0,0,72,83,88,38,14,0,0,77,93,79,12,0,0,0,"06","075","047701","3"
"Block Group 2, Census Tract 477.01, San Francisco County, California",0,25,45,74,48,55,8,20,91,51,82,68,11,28,10,38,52,17,117,72,92,328,72,17,0,0,0,0,84,85,20,21,0,0,0,160,167,100,18,0,0,0,"06","075","047701","2"
"Block Group 1, Census Tract 477.02, San Francisco County, California",0,49,32,47,42,78,27,31,91,67,14,62,38,16,30,42,0,9,97,116,169,100,21,35,0,0,0,0,16,55,48,61,8,0,0,112,62,95,23,0,0,0,"06","075","047702","1"
"Block Group 3, Census Tract 477.02, San Francisco County, California",19,0,13,123,22,50,60,41,33,78,15,44,1,31,16,22,97,11,114,104,166,43,92,109,14,0,0,0,38,115,38,33,11,18,8,97,136,64,15,10,16,0,"06","075","047702","3"
"Block Group 2, Census Tract 477.02, San Francisco County, California",15,28,12,13,29,60,81,77,19,60,17,8,22,8,8,9,20,32,95,106,147,89,65,16,7,0,0,0,74,43,14,49,21,0,0,82,63,57,59,0,0,0,"06","075","047702","2"
"Block Group 3, Census Tract 605.02, San Francisco County, California",5,8,27,38,54,58,67,72,78,80,21,23,17,14,36,10,30,39,166,120,9,4,66,54,45,18,8,0,15,38,7,38,53,7,34,72,64,29,42,46,0,11,"06","075","060502","3"
"Block Group 2, Census Tract 605.02, San Francisco County, California",0,34,0,44,60,90,20,7,61,15,18,0,4,0,6,5,0,0,18,88,0,29,74,105,5,6,0,0,0,0,0,0,0,0,0,10,124,59,55,0,15,20,"06","075","060502","2"
"Block Group 1, Census Tract 605.02, San Francisco County, California",0,0,35,33,9,30,43,39,23,22,0,0,0,0,0,4,0,0,4,10,0,9,153,55,12,7,7,0,0,0,0,0,0,0,0,46,65,55,45,7,9,0,"06","075","060502","1"
"Block Group 2, Census Tract 479.02, San Francisco County, California",0,0,0,0,90,43,76,25,39,43,17,19,87,32,40,10,0,50,141,127,118,89,12,85,84,0,0,0,9,106,18,48,0,0,9,224,112,37,0,0,0,7,"06","075","047902","2"
"Block Group 3, Census Tract 479.02, San Francisco County, California",17,0,22,51,36,41,31,14,38,85,19,22,18,24,26,10,10,0,200,78,19,61,44,14,0,26,0,0,11,85,37,67,0,27,0,108,46,36,9,16,0,0,"06","075","047902","3"
"Block Group 1, Census Tract 479.02, San Francisco County, California",0,0,0,75,43,79,47,18,58,54,7,107,39,0,70,0,22,10,153,158,97,65,9,17,38,0,0,0,71,157,31,51,0,0,20,59,81,60,0,7,0,0,"06","075","047902","1"
"Block Group 1, Census Tract 604, San Francisco County, California",9,27,43,19,82,55,97,35,15,28,13,70,15,7,34,41,84,128,12,163,0,0,0,39,63,807,0,0,87,118,22,5,0,0,0,553,139,73,23,0,0,0,"06","075","060400","1"
"Block Group 1, Census Tract 109, San Francisco County, California",0,0,14,127,34,21,19,21,32,35,0,0,0,0,19,20,19,44,0,21,107,50,110,93,120,38,0,0,120,15,21,0,0,0,0,168,169,11,0,0,0,0,"06","075","010900","1"
"Block Group 3, Census Tract 109, San Francisco County, California",0,0,12,56,132,74,33,35,52,63,33,52,0,77,110,81,15,0,15,0,184,163,126,346,140,149,0,0,55,45,58,0,0,0,0,433,320,55,0,31,0,0,"06","075","010900","3"
"Block Group 2, Census Tract 109, San Francisco County, California",0,17,14,479,114,37,125,16,0,110,0,0,19,35,71,42,20,20,0,34,144,280,425,168,151,18,0,0,116,111,0,0,0,0,0,455,383,76,21,9,0,0,"06","075","010900","2"
"Block Group 1, Census Tract 118, San Francisco County, California",13,6,47,62,44,21,25,59,66,93,31,25,32,23,28,46,26,44,0,4,31,68,104,193,199,184,0,0,6,0,0,0,0,0,0,296,240,87,58,3,19,4,"06","075","011800","1"
"Block Group 2, Census Tract 121, San Francisco County, California",28,51,73,227,199,18,17,68,0,0,17,0,36,0,11,11,0,0,0,0,11,17,0,268,350,89,0,0,63,0,0,0,0,0,0,279,277,31,0,32,0,0,"06","075","012100","2"
"Block Group 1, Census Tract 121, San Francisco County, California",45,25,252,248,186,108,37,52,48,48,27,5,21,0,0,40,0,0,13,0,0,65,38,205,751,496,0,0,31,48,0,0,0,0,0,780,590,0,8,0,0,0,"06","075","012100","1"
"Block Group 3, Census Tract 128, San Francisco County, California",0,0,52,179,87,88,83,0,0,49,25,0,15,0,0,19,15,16,31,13,259,104,79,176,15,0,0,0,62,77,21,14,0,0,0,113,209,85,52,0,0,0,"06","075","012800","3"
"Block Group 1, Census Tract 128, San Francisco County, California",0,0,28,333,224,31,66,19,62,68,0,34,0,0,46,15,0,15,114,46,191,190,56,336,46,0,0,0,121,102,24,36,33,0,0,267,299,66,18,0,0,0,"06","075","012800","1"
"Block Group 2, Census Tract 128, San Francisco County, California",0,0,0,14,21,53,44,48,63,0,18,17,0,28,0,15,17,0,113,57,114,50,53,14,0,0,0,0,74,73,34,60,16,0,0,31,0,55,0,0,0,0,"06","075","012800","2"
"Block Group 4, Census Tract 128, San Francisco County, California",0,0,0,29,71,0,14,0,17,16,0,0,0,0,0,14,0,60,0,0,182,31,0,99,84,116,0,0,16,0,17,0,0,0,0,319,17,0,22,0,0,0,"06","075","012800","4"
"Block Group 2, Census Tract 155, San Francisco County, California",8,0,0,123,16,0,64,0,35,40,21,21,0,47,63,147,35,119,40,7,14,0,0,99,117,708,0,0,17,27,22,0,0,0,0,480,202,94,0,0,0,0,"06","075","015500","2"
"Block Group 3, Census Tract 155, San Francisco County, California",0,0,84,14,56,33,0,29,40,52,0,34,0,0,0,0,0,11,155,0,16,29,32,44,30,56,0,0,0,76,0,20,0,0,0,182,32,25,27,0,0,0,"06","075","015500","3"
"Block Group 1, Census Tract 155, San Francisco County, California",0,0,0,76,100,38,0,40,0,0,0,70,0,44,74,66,80,296,0,0,28,95,32,203,144,692,0,0,189,28,0,0,0,0,0,577,355,29,0,0,0,0,"06","075","015500","1"
"Block Group 2, Census Tract 161, San Francisco County, California",0,0,9,55,82,65,9,0,0,0,0,23,61,72,43,30,40,12,0,58,0,16,149,26,184,269,0,0,37,16,0,0,0,0,0,326,178,62,16,0,0,0,"06","075","016100","2"
"Block Group 4, Census Tract 161, San Francisco County, California",0,14,256,115,123,107,28,76,56,141,0,0,18,14,0,116,0,56,0,63,11,48,0,205,237,626,0,0,0,35,0,0,0,0,0,472,439,93,72,0,32,0,"06","075","016100","4"
"Block Group 1, Census Tract 161, San Francisco County, California",0,0,0,67,60,25,28,14,17,22,44,68,60,0,57,35,71,17,36,68,17,0,0,200,25,88,0,0,17,38,64,0,0,0,0,24,122,45,33,56,0,0,"06","075","016100","1"
"Block Group 3, Census Tract 161, San Francisco County, California",0,0,0,15,34,37,13,10,11,41,16,11,0,38,50,105,31,25,0,0,0,17,53,57,27,363,0,0,0,12,0,0,0,0,0,180,202,32,0,22,0,0,"06","075","016100","3"
"Block Group 2, Census Tract 163, San Francisco County, California",0,0,11,102,150,16,41,0,16,19,15,18,0,0,0,27,0,0,17,57,95,105,56,74,64,36,0,0,57,14,38,0,0,0,0,152,175,0,15,38,0,0,"06","075","016300","2"
"Block Group 1, Census Tract 163, San Francisco County, California",0,0,0,13,0,0,39,70,16,61,0,0,10,15,0,10,0,58,0,0,84,91,25,19,60,179,19,17,42,17,0,0,0,0,0,182,111,56,0,0,0,0,"06","075","016300","1"
"Block Group 3, Census Tract 163, San Francisco County, California",0,0,94,207,233,34,164,103,20,0,0,7,4,12,53,0,0,12,29,40,81,377,318,162,138,17,0,0,66,39,37,102,0,0,0,213,427,85,143,17,0,0,"06","075","016300","3"
"Block Group 1, Census Tract 176.01, San Francisco County, California",0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,"06","075","017601","1"
"Block Group 3, Census Tract 176.01, San Francisco County, California",48,0,39,125,299,120,75,75,114,0,0,77,48,0,0,0,0,0,45,20,0,40,176,88,176,1551,0,0,133,19,0,0,0,0,0,712,332,322,42,0,0,0,"06","075","017601","3"
"Block Group 4, Census Tract 176.01, San Francisco County, California",0,0,0,0,15,164,64,12,26,49,42,29,0,0,123,0,0,8,0,0,50,12,0,92,48,776,0,0,0,0,0,0,0,0,0,546,184,103,0,0,23,0,"06","075","017601","4"
"Block Group 2, Census Tract 176.01, San Francisco County, California",0,28,52,74,59,34,0,277,23,20,0,145,16,53,0,0,0,0,0,52,0,20,166,48,493,1034,0,68,0,16,0,45,0,0,0,1137,247,60,78,0,0,0,"06","075","017601","2"
"Block Group 5, Census Tract 176.01, San Francisco County, California",36,0,28,64,44,104,24,59,66,50,33,0,0,0,0,99,0,0,0,0,80,0,0,204,219,473,0,0,0,18,0,0,0,0,0,523,76,21,33,80,57,0,"06","075","017601","5"
"Block Group 2, Census Tract 201, San Francisco County, California",0,27,0,101,152,178,50,59,11,51,0,20,0,11,0,0,0,18,0,25,21,99,175,154,275,155,0,0,47,71,38,0,0,0,0,229,272,83,0,81,0,0,"06","075","020100","2"
"Block Group 3, Census Tract 201, San Francisco County, California",9,0,0,90,46,90,0,12,13,19,48,0,0,0,18,53,18,74,8,36,14,103,72,95,103,187,0,0,28,9,8,0,0,0,0,293,108,161,11,0,0,0,"06","075","020100","3"
"Block Group 4, Census Tract 201, San Francisco County, California",28,10,0,122,43,52,36,0,64,0,67,94,0,48,32,27,0,0,0,12,70,0,82,189,226,623,0,0,32,26,0,0,0,0,0,668,156,66,18,67,0,0,"06","075","020100","4"
"Block Group 1, Census Tract 201, San Francisco County, California",0,0,17,160,47,30,18,11,58,30,0,13,54,0,0,12,18,18,41,0,0,0,114,42,44,491,12,0,224,83,19,0,0,0,0,150,133,17,0,0,0,0,"06","075","020100","1"
"Block Group 2, Census Tract 206, San Francisco County, California",0,0,0,61,16,14,49,0,29,10,14,0,9,13,0,0,1,49,96,49,42,109,79,0,81,0,0,0,109,65,9,0,0,0,0,69,131,0,35,0,0,0,"06","075","020600","2"
"Block Group 3, Census Tract 206, San Francisco County, California",0,0,12,32,37,88,20,59,14,52,0,30,13,28,0,0,0,48,97,92,144,123,37,0,0,0,0,0,109,123,79,14,0,0,0,78,28,28,0,0,0,0,"06","075","020600","3"
"Block Group 1, Census Tract 206, San Francisco County, California",0,0,16,30,163,58,33,0,20,27,12,20,90,0,0,81,0,0,125,28,79,135,291,168,148,180,0,0,95,147,39,0,0,0,0,557,227,13,0,0,0,0,"06","075","020600","1"
"Block Group 4, Census Tract 206, San Francisco County, California",0,25,0,29,158,69,94,52,59,18,0,10,15,0,14,0,0,0,116,0,275,223,82,57,63,0,17,0,97,142,42,21,41,0,0,194,161,67,21,0,0,0,"06","075","020600","4"
"Block Group 2, Census Tract 209, San Francisco County, California",0,0,12,31,78,76,20,11,6,8,0,13,0,0,0,0,0,32,38,0,38,127,33,0,118,9,0,0,12,19,6,11,0,0,0,108,127,51,23,6,0,0,"06","075","020900","2"
"Block Group 1, Census Tract 209, San Francisco County, California",10,0,75,72,93,61,75,66,45,45,56,48,16,25,39,0,23,44,63,51,82,195,181,65,84,0,14,0,32,33,0,23,0,0,0,133,227,100,89,20,9,14,"06","075","020900","1"
"Block Group 3, Census Tract 209, San Francisco County, California",0,0,7,53,80,31,29,38,15,22,0,0,0,0,9,0,0,0,14,9,16,40,36,85,102,79,0,0,24,62,0,8,0,0,0,61,126,36,33,0,0,9,"06","075","020900","3"
"Block Group 4, Census Tract 209, San Francisco County, California",0,9,14,84,101,0,52,20,65,10,20,21,10,14,10,25,20,0,56,0,104,128,99,38,69,10,0,0,21,42,0,10,0,0,0,155,72,103,32,0,37,0,"06","075","020900","4"
"Block Group 4, Census Tract 218, San Francisco County, California",0,0,21,37,29,40,31,12,31,35,17,37,9,30,0,22,11,33,179,110,92,38,0,0,0,12,0,0,81,104,39,32,0,7,0,75,66,8,19,0,0,0,"06","075","021800","4"
"Block Group 1, Census Tract 218, San Francisco County, California",0,0,39,76,75,53,52,19,30,30,29,83,20,17,9,10,0,10,249,70,66,172,51,22,0,0,0,0,102,127,38,37,0,0,0,72,182,32,10,0,0,7,"06","075","021800","1"
"Block Group 2, Census Tract 218, San Francisco County, California",0,0,7,31,65,65,86,28,37,11,10,29,19,30,10,0,10,0,201,75,188,42,0,0,0,10,0,0,94,117,46,35,0,0,0,69,51,27,39,16,0,0,"06","075","021800","2"
"Block Group 3, Census Tract 218, San Francisco County, California",0,0,0,0,43,32,21,0,66,9,17,0,0,22,39,0,28,0,151,81,65,30,0,9,0,0,0,0,48,118,48,14,0,0,0,31,53,24,0,0,0,0,"06","075","021800","3"
"Block Group 2, Census Tract 226, San Francisco County, California",0,0,6,73,196,67,78,42,37,26,0,34,43,15,0,15,0,0,56,22,70,58,21,81,241,189,0,0,86,205,47,15,0,0,0,70,226,33,12,0,15,0,"06","075","022600","2"
"Block Group 1, Census Tract 226, San Francisco County, California",0,0,5,38,102,41,44,17,10,0,0,6,0,37,6,0,0,0,18,21,0,10,15,150,70,171,0,0,58,65,9,17,0,0,0,56,140,52,10,0,0,0,"06","075","022600","1"
"Block Group 2, Census Tract 231.02, San Francisco County, California",12,9,24,105,57,102,28,0,35,40,0,38,18,30,9,7,23,0,75,63,56,85,109,0,19,0,0,0,0,38,16,38,9,5,0,73,55,45,47,51,30,0,"06","075","023102","2"
"Block Group 1, Census Tract 231.02, San Francisco County, California",8,68,52,111,129,171,97,52,84,81,13,49,30,84,8,42,79,8,255,227,172,169,300,35,0,17,0,0,82,127,68,16,29,12,9,251,293,131,76,15,21,11,"06","075","023102","1"
"Block Group 3, Census Tract 251, San Francisco County, California",0,0,17,39,39,44,64,91,18,18,20,12,0,7,8,40,28,26,251,76,12,8,20,0,0,0,0,0,35,104,101,0,52,0,0,8,53,0,0,14,0,0,"06","075","025100","3"
"Block Group 2, Census Tract 251, San Francisco County, California",0,0,13,45,36,51,11,32,17,36,12,48,8,26,23,0,0,8,161,119,27,39,0,0,0,0,0,0,96,112,36,19,24,8,0,19,18,6,0,0,0,0,"06","075","025100","2"
"Block Group 1, Census Tract 251, San Francisco County, California",0,0,0,62,131,96,85,47,58,76,46,0,8,8,27,0,13,0,364,114,81,77,42,0,0,0,0,0,75,88,92,107,27,0,0,44,107,27,34,38,0,0,"06","075","025100","1"
"Block Group 1, Census Tract 170, San Francisco County, California",0,0,0,18,50,53,39,15,21,0,0,0,14,0,55,15,0,0,93,59,168,65,67,0,14,0,0,0,79,147,50,21,19,0,0,54,43,33,0,0,0,0,"06","075","017000","1"
"Block Group 3, Census Tract 170, San Francisco County, California",0,0,0,4,15,25,78,21,46,22,0,16,0,27,0,14,14,0,187,22,131,102,0,0,0,0,0,0,85,138,34,6,0,0,0,31,35,75,0,0,0,0,"06","075","017000","3"
"Block Group 2, Census Tract 170, San Francisco County, California",0,0,9,109,313,53,51,31,26,41,20,0,0,0,13,15,80,41,246,134,349,182,155,55,118,227,0,0,319,281,58,21,0,0,0,427,174,15,71,0,0,0,"06","075","017000","2"
"Block Group 2, Census Tract 180, San Francisco County, California",3,0,21,52,61,26,27,78,54,10,5,16,4,0,0,0,0,0,19,20,12,72,68,97,130,14,0,0,66,124,0,12,0,0,0,63,55,16,0,0,0,0,"06","075","018000","2"
"Block Group 1, Census Tract 180, San Francisco County, California",0,7,59,42,163,90,54,55,55,23,0,42,0,21,0,0,0,8,14,33,0,12,67,75,268,514,0,0,148,137,22,36,0,0,0,282,194,30,14,0,0,0,"06","075","018000","1"
"Block Group 2, Census Tract 215, San Francisco County, California",0,17,0,44,75,110,31,14,51,93,0,12,0,0,46,61,0,0,81,118,165,95,74,19,27,0,0,0,147,13,24,111,10,0,0,66,87,93,9,0,0,0,"06","075","021500","2"
"Block Group 3, Census Tract 215, San Francisco County, California",0,0,0,66,24,104,59,0,14,0,0,33,0,0,0,0,21,21,60,36,225,81,65,63,0,0,0,0,81,99,0,0,0,0,0,131,108,24,16,0,0,0,"06","075","021500","3"
"Block Group 1, Census Tract 215, San Francisco County, California",0,0,8,47,62,63,20,24,99,19,0,0,0,0,0,0,0,0,74,96,93,195,21,20,0,0,0,0,42,47,23,26,13,0,0,168,44,32,38,0,0,0,"06","075","021500","1"
"Block Group 4, Census Tract 215, San Francisco County, California",0,0,0,35,88,77,53,0,30,15,17,63,0,37,0,0,0,16,110,87,48,188,105,19,13,0,0,0,75,115,16,14,0,0,0,254,77,0,0,0,0,0,"06","075","021500","4"
