TAZ1454,emp_sec11,emp_sec21,emp_sec22,emp_sec23,emp_sec3133,emp_sec42,emp_sec4445,emp_sec4849,emp_sec51,emp_sec52,emp_sec53,emp_sec54,emp_sec55,emp_sec56,emp_sec61,emp_sec62,emp_sec71,emp_sec72,emp_sec81,emp_sec92,TOTEMP
610,0,0,0,25,37,8,67,144,0,0,7,3,0,0,0,0,0,43,0,0,334
611,0,0,0,8,28,48,163,39,124,26,56,60,0,21,158,377,1,239,85,0,1433
612,0,0,0,110,294,418,513,14,21,57,123,213,0,11,34,125,24,211,104,167,2439
613,0,0,0,16,3,5,42,6,4,2,81,0,0,26,67,55,2,149,47,0,505
614,0,0,0,15,120,33,129,0,5,17,4,11,0,10,286,22,34,68,123,0,877
615,3,0,0,18,30,3,19,2,4,14,14,29,0,6,106,45,89,74,25,0,481
616,0,0,0,8,16,1,40,9,0,2,18,13,0,6,113,85,0,70,20,10,411
617,0,0,0,9,20,0,63,2,3,20,25,4,0,14,89,62,0,106,52,0,469
618,0,0,0,24,0,5,1,0,0,0,1,18,0,0,15,6,35,0,16,0,121
619,0,0,0,6,0,10,21,0,0,1,0,16,0,3,154,17,2,0,19,0,249
620,0,0,0,27,25,13,174,0,4,77,96,26,0,20,55,119,67,273,163,0,1139
621,0,0,0,6,3,4,305,0,1,1,17,8,0,19,52,42,1,125,18,0,602
622,0,0,0,20,4,1,24,0,0,3,4,9,0,8,280,49,25,5,17,0,449
623,0,0,0,23,10,7,13,0,0,3,10,8,0,7,45,20,17,1,4,0,168
624,0,0,0,18,22,6,15,0,1,2,11,8,0,11,1,5,0,2,0,0,102
625,6,0,0,68,6,8,175,2,9,55,76,53,0,44,72,85,2,122,49,5,837
626,0,0,0,69,9,3,88,4,0,0,8,47,0,9,297,174,5,14,13,23,763
627,0,0,0,5,29,18,119,3,3,59,68,25,0,6,99,123,4,151,23,7,742
628,0,0,0,47,4,68,36,39,34,5,8,20,0,5,180,25,2,11,24,0,508
629,0,0,0,49,3,18,296,3,8,24,17,49,0,34,65,42,21,71,113,4,817
630,4,0,0,21,2,0,17,1,4,3,46,17,0,18,156,256,3,15,9,0,572
631,0,0,0,20,0,0,6,5,10,0,62,14,0,2,555,0,0,1,5,0,680
632,0,0,0,28,13,16,624,8,13,74,40,21,0,16,247,89,92,259,68,0,1608
633,0,0,0,91,4,7,64,0,33,45,28,33,2,40,492,129,3,112,96,29,1208
634,0,0,0,17,41,3,325,52,43,42,17,25,0,14,68,78,2,127,162,0,1016
635,0,0,0,73,32,25,46,22,24,21,48,28,0,65,111,42,0,23,33,10,603
636,0,0,0,36,0,4,55,0,6,32,7,14,0,22,47,451,0,88,32,0,794
637,1,0,0,61,1,1,13,5,1,8,22,32,0,19,3,1,11,22,124,0,325
638,0,0,0,9,4,0,14,1,0,9,25,14,0,15,126,108,0,53,44,0,422
639,0,0,0,9,2,0,199,0,0,13,27,8,0,13,71,97,14,90,29,0,572
640,0,0,0,7,0,0,16,0,0,0,0,7,0,6,117,276,0,0,9,0,438
641,0,0,0,18,4,0,7,4,0,2,3,5,0,9,421,0,0,0,11,0,484
642,0,0,0,42,3,0,16,4,0,0,9,60,0,22,14,6,4,13,5,13,211
643,0,0,0,14,0,0,0,5,0,1,10,3,0,3,73,11,0,0,7,0,127
644,0,0,0,4,0,0,156,114,2,2,2,1,0,10,1,7,354,6,3,4,666
645,0,0,0,5,0,14,4,3,3,37,175,48,0,14,77,70,3,0,10,0,463
646,3,0,0,17,0,11,11,11,9,13,51,38,0,13,108,52,6,10,43,0,396
647,0,0,0,32,26,2,10,0,2,7,10,8,0,24,4,6,0,0,22,0,153
648,0,0,0,5,0,8,22,3,0,0,6,15,0,42,105,18,9,6,16,0,255
649,0,0,0,13,0,5,358,6,6,11,26,13,0,1,194,86,24,253,53,0,1049
650,0,3,0,23,27,17,47,9,8,10,24,15,0,9,49,147,0,112,23,0,523
651,0,0,0,24,0,33,136,10,49,133,169,32,0,17,346,145,3,225,26,0,1348
652,0,1,0,31,0,7,54,1,5,9,41,11,0,26,0,187,20,36,22,0,451
653,2,0,0,30,25,50,205,0,10,100,31,72,0,46,440,131,3,301,77,19,1542
654,0,0,0,22,38,3,14,0,5,36,52,53,0,14,27,40,155,0,59,13,531
655,0,0,0,50,6,28,116,27,59,24,115,141,0,17,233,52,246,55,98,13,1280
656,0,0,0,143,2976,1304,156,2,46,48,51,856,0,319,231,248,99,246,48,18,6791
657,0,0,0,28,17,6,32,0,1,2,11,13,0,37,0,0,17,8,6,32,210
658,0,0,0,18,7,2,5,0,4,2,6,18,0,48,133,1,0,0,6,0,250
659,0,0,0,16,0,31,145,3,8,10,10,29,0,36,77,32,2,150,20,0,569
660,5,0,23,181,1562,349,617,55,89,163,248,914,3,158,157,372,113,336,341,74,5760
661,2,0,1,36,112,91,496,20,38,40,38,96,0,19,281,10020,48,218,100,14,11670
662,0,0,0,18,0,2,19,1,14,4,10,23,0,17,109,7,1,52,20,10,307
663,0,0,0,52,0,2,16,0,0,3,0,13,0,4,167,18,0,0,13,0,288
664,0,0,0,31,21,3,9,2,3,0,43,16,0,14,68,29,3,6,7,0,255
665,4,0,0,43,10,2,239,0,7,21,20,53,0,20,122,208,7,218,62,0,1036
666,2,0,0,26,4,0,169,0,1,78,61,14,0,11,3,84,5,9,23,19,509
667,0,0,0,17,10,0,125,15,0,14,14,21,0,15,192,153,2,69,43,0,690
668,0,0,0,26,6,4,13,10,2,0,13,17,0,4,13,17,7,213,10,0,355
669,0,0,0,28,16,0,754,1,17,20,32,28,0,11,140,53,0,221,63,0,1384
670,2,0,0,37,7,14,49,19,0,29,10,17,0,21,416,48,3,66,64,47,849
671,0,0,0,14,0,4,209,0,0,5,41,15,0,118,1,22,1,100,22,0,552
672,0,0,0,20,0,7,103,0,0,4,31,16,0,23,47,21,3,14,6,0,295
673,0,0,0,11,20,0,61,5,0,34,0,15,0,14,0,115,11,161,75,0,522
674,0,0,0,262,3,26,231,18,18,53,36,81,0,41,165,112,33,164,122,18,1383
675,0,0,0,36,9,13,148,7,27,324,24,24,0,21,177,103,4,234,85,19,1255
676,5,0,16,124,18,13,863,0,41,106,124,72,0,113,189,237,34,594,264,0,2813
677,0,0,0,33,36,39,2152,4,63,266,327,147,0,59,9,323,225,1436,140,0,5259
678,0,0,0,13,1,0,3,9,0,0,3,8,0,11,137,10,2,22,2,0,221
679,0,0,0,21,4,9,258,0,0,10,19,11,0,8,70,13,0,79,42,0,544
680,0,0,0,22,0,15,677,1,42,32,13,38,0,20,125,42,0,32,108,31,1198
681,0,0,0,53,34,15,138,1,2,101,116,106,10,16,119,165,0,145,66,0,1087
682,0,0,0,69,5,19,194,6,19,31,13,59,0,21,77,67,2,68,60,0,710
683,0,0,0,74,0,5,274,0,6,4,10,28,0,10,59,26,8,11,17,0,532
684,0,0,0,41,13,14,293,8,89,32,11,89,0,40,90,129,50,125,121,47,1192
685,0,0,0,46,0,9,31,0,21,3,16,45,0,16,193,99,163,39,55,13,749
686,0,0,0,88,6,28,106,10,5,22,57,72,0,167,245,47,24,113,96,0,1086
687,0,0,1658,18,19,8,1571,3,2,41,81,50,1,5,111,40,31,542,231,31,4443
688,0,0,0,49,7,23,330,16,31,13,15,40,0,19,243,166,2,199,65,0,1218
689,0,0,0,28,0,6,116,3,0,10,10,25,0,11,57,13,2,15,20,0,316
690,0,0,0,67,6,8,70,2,4,70,188,76,2,76,157,30,0,77,110,4,947
691,0,0,0,31,0,1,13,0,21,1,1,15,0,2,162,16,0,6,6,0,275
692,0,0,0,76,16,29,219,73,20,282,38,190,0,57,61,147,98,125,56,0,1487
693,0,0,0,17,20,13,41,6,17,6,3,21,0,2,317,32,17,31,55,0,598
694,0,0,0,13,7,1,8,13,4,2,5,23,0,6,71,8,18,0,8,0,187
695,0,0,3,51,3,21,39,0,0,8,19,42,0,34,2,6,0,13,3,5,249
696,13,0,0,107,4,7,43,2,0,19,126,829,0,36,52,5,147,19,26,13,1448
697,384,0,242,69,1494,100,74,7,17,0,3,15,0,228,48,2,194,19,40,7,2943
698,53,0,24,26,45,10,343,13,13,11,29,33,0,51,62,133,13,320,61,0,1240
699,192,0,0,43,14,2,72,12,0,7,0,15,0,26,44,3,18,99,19,5,571
700,174,9,0,587,2279,1697,2143,45,77,459,208,582,0,359,371,282,21,561,889,427,11170
701,47,0,0,79,3,28,319,3,11,47,112,85,0,45,97,39,64,236,70,0,1285
702,0,0,0,206,25,318,306,65,49,208,163,184,0,53,272,464,13,338,567,132,3363
703,0,0,0,44,23,2,25,5,0,14,12,18,0,2,13,21,11,30,21,0,241
704,21,0,0,16,44,38,69,2,6,2,57,16,0,10,2,0,338,22,19,5,667
705,7,0,0,60,20,93,167,7,4,7,35,75,0,20,304,122,91,129,54,9,1204
706,1045,0,17,678,4165,394,3752,141,65,28,60,176,0,392,166,680,27,1068,78,128,13060
707,6,0,0,469,229,223,1062,390,100,167,124,201,0,124,162,341,720,553,474,318,5663
708,3,0,23,40,8,9,60,0,5,16,112,45,0,8,179,186,22,15,54,158,943
709,14,3,6,553,38,32,356,13,25,66,52,109,0,113,80,146,59,267,211,17,2160
710,0,0,0,57,7,0,253,0,4,100,80,40,0,5,116,77,2,159,24,24,948
711,4,0,0,44,11,5,18,0,1,112,16,50,0,13,127,16,12,6,20,41,496
712,112,8,6,151,146,125,128,7,13,53,11,65,0,34,80,167,6,258,58,37,1465
713,44,0,4,218,33,23,179,36,6,3,95,75,0,39,5,17,64,0,20,35,896
714,47,0,0,19,0,3,29,2,1,0,1,1,0,0,14,0,48,13,0,79,257
715,39,0,169,1629,10578,1615,925,241,79,27,121,2124,0,515,100,773,205,615,144,52,19951
716,5,0,0,187,233,89,44,2,38,3,25,62,0,215,217,147,17,78,75,921,2358
717,0,0,0,155,31,31,119,9,4,18,50,66,4,19,247,61,690,63,137,0,1704
718,0,0,0,1232,503,746,574,245,42,69,392,535,0,297,85,96,29,385,151,0,5381
719,0,0,0,61,1,3,80,5,24,2,17,42,0,9,0,51,17,174,28,0,514
720,7,0,5,201,38,10,257,31,12,23,111,14,0,16,650,11,207,91,36,0,1720
721,0,0,8,202,67,69,1191,270,49,113,123,94,0,76,86,267,29,417,227,70,3358
722,0,0,0,92,59,7,38,7,19,21,7,20,0,16,56,62,100,63,50,0,617
723,8,0,5,340,96,83,313,43,97,152,174,140,0,254,61,192,78,422,329,83,2870
724,0,0,18,20,6,12,714,0,26,148,198,160,0,97,150,4615,233,509,328,27,7261
725,0,0,0,17,28,2,89,1,0,5,6,21,0,3,3,16,4,122,33,0,350
726,0,0,0,67,9,16,200,4,7,29,39,84,0,10,107,44,42,32,58,2,750
727,0,0,0,19,0,2,2,0,2,0,1,15,0,3,186,34,1,5,10,0,280
728,6,0,87,810,710,389,1755,116,28,43,157,419,0,445,267,187,135,328,76,13,5971
729,10,0,0,197,509,437,1004,40,25,162,59,263,4,400,434,95,111,344,116,97,4307
730,6,0,38,350,1074,194,2387,68,358,161,119,203,0,276,172,422,35,1203,202,526,7794
731,0,0,0,19,0,0,12,1,0,0,36,6,0,35,3,8,3,8,1,0,132
732,0,0,0,577,714,275,1268,50,54,85,138,213,0,154,394,305,92,286,461,413,5479
733,0,0,0,240,19,65,1706,112,90,159,91,217,0,24,272,282,69,957,355,313,4971
734,1,0,0,546,129,96,113,17,80,105,92,203,0,56,174,208,37,119,169,5,2150
735,16,0,0,65,8,42,129,3,22,6,15,45,0,22,32,17,127,156,27,5,737
736,4,0,0,141,264,99,6248,27,206,470,1214,922,3,236,258,487,5,651,151,16,11402
737,0,0,8,165,773,317,768,186,105,163,117,649,0,316,445,268,18,1207,232,11,5748
738,0,0,0,8,13,15,16,0,10,25,7,193,0,19,49,0,39,5,12,0,411
739,9,0,0,498,347,269,2436,69,556,499,289,1280,0,336,194,486,168,804,547,405,9192
740,0,0,0,186,12,9,292,219,1,22,12,74,0,19,224,251,42,183,138,5,1689
741,0,0,0,34,11,13,67,0,13,43,34,48,0,35,25,65,4,174,77,24,667
742,0,0,0,641,1380,3195,4558,142,2116,764,982,2665,3,583,201,1826,129,1124,320,70,20699
743,0,0,4,490,431,444,506,121,47,30,217,564,4,430,374,436,157,47,241,16,4559
744,0,0,0,136,48,33,152,26,28,8,80,28,0,35,190,362,19,83,228,171,1627
745,0,0,0,84,3,19,30,9,4,11,11,19,0,0,58,22,0,20,37,0,327
746,7,0,0,258,28,215,258,19,55,106,90,81,0,52,50,85,258,235,74,29,1900
747,0,16,0,0,30,5,23,3,10,13,6,19,0,6,21,33,0,0,4,0,189
748,0,0,0,137,3,3,4,2,0,0,0,15,0,14,1,6,35,22,59,0,301
749,0,0,0,17,33,16,50,10,4,53,18,40,0,22,166,220,12,171,26,0,858
750,0,0,31,181,2664,2393,556,89,185,99,57,815,0,291,303,78,37,57,81,0,7917
751,0,0,269,1621,6829,3759,5932,355,1056,84,236,2813,0,438,65,229,94,1298,857,5,25940
752,24,0,212,872,16257,1249,6427,391,468,145,366,1939,4,369,285,424,252,466,625,23,30798
753,0,0,0,78,8,13,18,14,29,2,117,54,0,11,118,49,4,0,19,0,534
754,0,0,0,34,4,30,28,0,6,22,114,59,0,4,230,54,16,104,78,0,783
755,0,0,0,28,19,17,119,3,4,104,164,174,0,28,225,157,31,63,141,4,1281
756,159,0,0,1126,430,149,587,6,8,16,192,89,0,404,307,52,179,43,124,318,4189
757,0,0,0,8,4,13,28,5,3,3,2,16,0,13,45,12,1,4,11,0,168
758,0,0,0,16,0,13,36,11,8,3,16,0,0,0,87,72,1,8,24,1,296
759,0,0,0,30,17,23,41,4,0,0,36,10,0,12,364,114,2,17,152,1,823
760,2,0,0,20,1,3,110,0,5,5,23,23,0,6,48,33,0,42,50,0,371
761,0,0,0,373,118,118,570,191,53,203,207,233,0,272,344,144,150,503,377,30,3886
762,0,0,0,25,3,15,34,14,20,18,25,32,0,14,153,106,113,12,38,0,622
763,0,0,0,0,5,20,66,6,34,153,357,127,0,101,53,605,1,68,49,530,2175
764,0,0,0,28,5,3,472,2,13,18,30,29,0,10,454,391,4,212,100,0,1771
765,0,0,0,22,36,0,406,8,3,21,14,5,0,3,236,71,25,582,116,0,1548
766,0,0,0,6,3,0,50,0,0,31,15,32,0,7,64,49,0,240,102,0,599
767,0,3,0,66,846,635,2188,130,103,189,97,996,0,203,537,181,354,1825,312,39,8704
768,1,0,0,659,1345,906,1153,307,81,8,146,884,0,117,130,101,23,105,152,43,6161
769,1,0,0,12,3415,246,197,5,11,2,33,877,0,217,183,30,19,58,85,5,5396
770,0,0,0,7,119,33,235,25,2,141,67,78,0,10,340,72,105,355,122,0,1711
771,0,0,0,38,0,14,479,0,6,89,63,17,0,36,134,77,4,332,79,0,1368
772,0,0,0,23,7,21,91,6,8,32,29,26,0,5,149,30,0,40,45,0,512
773,0,0,0,156,154,82,210,136,19,52,38,96,0,70,129,152,24,176,210,160,1864
774,4,0,0,138,48,50,220,567,57,77,142,141,0,193,387,161,8,402,716,5,3316
775,0,0,0,40,6,22,50,14,3,29,57,47,0,18,132,93,0,45,125,0,681
776,0,0,0,185,37,24,171,47,39,50,40,141,0,149,430,475,10,5,97,5,1905
777,0,0,0,57,49,19,1651,11,135,650,475,579,46,126,72,2767,1147,1195,207,781,9967
778,0,0,0,354,97,78,129,36,539,172,146,294,0,140,502,2549,38,42,120,866,6102
779,0,0,0,28,7,4,120,5,3,15,417,31,0,2,79,22,18,47,99,0,897
780,0,0,0,6,2,8,35,0,3,72,29,233,0,1,224,51,33,6,94,0,797
781,0,0,0,30,5,28,11,0,0,0,12,17,0,6,35,192,0,24,18,0,378
782,11,3,0,49,17,21,130,6,8,14,11,17,0,13,42,26,5,81,68,5,527
783,0,0,0,19,0,0,13,13,0,2,29,7,0,0,0,0,0,0,0,0,83
784,0,0,0,20,1,18,306,13,22,23,37,24,0,13,228,35,56,221,69,11,1097
785,0,0,0,18,12,14,105,42,0,2,30,12,0,5,91,78,0,22,56,0,487
786,0,0,0,7,0,1,53,5,0,0,83,3,0,0,42,18,3,6,5,0,226
787,0,0,0,7,7,0,119,13,4,35,25,13,0,7,85,24,0,96,64,0,499
788,0,0,0,19,4,46,49,5,0,8,22,33,0,37,99,57,6,29,42,5,461
789,0,0,0,11,0,0,17,0,0,0,3,8,0,6,0,70,0,10,11,0,136
790,0,0,0,14,8,7,14,7,0,0,10,13,0,1,142,20,0,0,1,48,285
791,0,0,0,11,1,0,110,13,10,42,10,35,0,7,13,55,0,94,37,0,438
792,0,0,0,11,0,0,4,6,0,8,0,0,0,5,0,26,0,0,0,0,60
793,0,0,0,16,38,8,94,3,11,33,12,19,0,4,167,68,0,110,58,0,641
794,0,0,0,9,0,0,3,6,0,0,1,4,0,3,0,1,4,0,0,0,31
795,0,0,0,40,126,417,192,157,8,47,42,87,0,103,128,40,6,29,125,143,1690
796,0,0,0,136,451,725,2419,95,267,52,76,166,3,66,83,883,21,1026,122,0,6591
797,16,0,0,202,1749,1767,351,313,15,40,97,183,0,175,228,188,8,271,208,13,5824
798,0,0,0,59,15,28,50,30,20,29,105,43,0,121,326,68,22,154,162,5,1237
799,0,0,0,8,16,4,104,11,11,2,7,15,0,21,22,51,0,39,21,0,332
800,0,0,0,19,16,10,107,5,19,43,50,16,0,8,551,108,35,148,42,531,1708
801,0,0,0,129,358,128,355,93,14,64,32,400,0,19,132,216,8,171,59,99,2277
802,0,0,0,14,4,5,155,8,0,0,4,8,0,4,114,269,0,1,53,22,661
803,3,0,0,10,15,0,18,0,0,0,5,1,0,0,8,32,0,4,366,2,464
804,0,0,0,35,0,0,115,5,0,23,57,15,0,15,73,65,19,97,87,0,606
805,0,0,0,25,2,21,13,0,12,0,10,0,0,2,127,22,29,33,13,0,309
806,0,0,0,528,3725,3066,1585,584,17,59,304,891,0,465,48,377,80,463,444,53,12689
807,2,0,0,8,2,0,62,0,7,11,15,8,0,15,127,287,0,29,11,0,584
808,0,0,0,7,0,0,40,2,0,0,0,0,0,7,207,48,0,6,1,0,318
809,0,4,0,187,736,404,155,432,13,3,16,204,0,72,41,42,0,14,106,0,2429
810,53,21,42,3110,5686,6140,4923,2228,561,507,480,3079,4,771,342,538,81,542,747,38,29893
811,3,0,262,408,246,171,312,410,32,13,65,142,0,120,326,191,11,187,173,48,3120
812,0,0,0,38,30,24,1514,7,69,198,77,149,0,67,102,173,33,660,161,13,3315
813,0,0,0,13,0,5,144,10,7,11,23,2,0,10,127,1038,5,103,76,0,1574
814,0,0,0,3,0,17,45,3,3,2,0,6,0,6,62,3,0,43,10,0,203
815,0,0,0,5,0,0,0,0,0,0,15,3,0,2,56,187,0,0,21,0,289
816,0,0,0,10,0,0,145,4,17,1,4,3,0,5,81,252,10,72,33,0,637
817,0,0,0,45,7,10,61,4,6,17,74,14,0,69,140,63,3,24,50,0,587
818,0,0,0,19,0,0,13,3,2,10,4,6,0,0,196,26,30,19,7,0,335
819,0,0,0,19,3,10,294,2,3,26,39,30,0,11,69,0,14,36,38,5,599
820,2,0,0,59,24,20,120,10,6,2,95,10,0,47,251,62,147,95,96,0,1046
821,0,0,0,12,4,5,29,8,60,18,35,16,0,2,1626,63,4,57,103,10,2052
822,0,0,0,17,4,6,2,4,5,5,17,13,0,16,66,2,4,0,24,0,185
823,0,0,0,69,6,7,30,0,6,0,28,8,0,160,252,162,140,57,85,0,1010
824,4,0,262,34,13,22,548,6,24,35,155,51,0,22,14,20,4,224,173,0,1611
825,0,0,0,2,0,4,19,3,0,2,39,10,0,7,64,3,0,23,33,0,209
826,0,0,0,50,29,79,213,14,36,23,94,30,0,12,90,36,3,99,87,0,895
827,0,0,0,173,13,0,77,172,5,21,30,31,0,28,322,151,73,144,49,2586,3875
828,0,0,0,105,35,75,139,50,10,54,45,43,0,22,117,132,7,71,129,114,1148
829,0,0,0,223,0,5,324,0,4,19,15,47,0,7,4,16,8,55,7,749,1483
830,0,0,0,16,0,15,135,1,1,19,16,11,0,23,148,40,0,125,38,0,588
831,0,0,0,123,43,3,159,0,2,5,10,8,0,8,89,184,0,41,25,0,700
832,0,0,0,10,2,5,45,6,3,44,15,4,0,41,190,44,49,170,78,0,706
833,0,0,0,7,0,1,1,3,0,0,3,4,0,2,113,26,4,0,5,0,169
834,0,0,0,17,114,816,20,144,0,0,5,79,0,40,269,19,0,14,22,0,1559
835,0,0,0,63,5,19,161,45,21,49,45,26,0,50,86,68,10,186,26,3,863
836,0,7,0,8,42,5,225,0,0,0,7,15,0,7,53,17,0,6,15,0,407
837,1,0,0,102,17,19,24,5,7,0,36,21,0,7,171,349,17,7,132,0,915
838,0,0,0,90,0,19,291,8,14,48,58,58,0,23,6,138,6,83,242,15,1099
839,2,0,16,300,110,78,441,52,249,367,384,303,0,420,146,645,136,450,445,869,5413
840,0,0,0,39,0,32,301,16,17,102,87,109,0,57,116,339,18,145,37,15,1430
841,0,0,0,17,13,20,56,0,8,0,32,38,0,4,125,526,7,34,42,0,922
842,0,0,0,36,0,0,112,7,1,39,59,34,0,2,26,40,4,61,73,0,494
843,0,0,0,15,50,0,5,0,4,3,19,15,0,11,0,240,19,0,10,0,391
844,17,0,0,98,6,18,234,3,8,22,71,110,0,66,205,69,97,74,60,0,1158
845,0,0,0,49,2,17,10,3,15,8,4,40,0,17,238,141,12,2,54,0,612
846,0,0,0,34,1,0,44,0,7,50,31,36,0,25,124,53,3,106,58,0,572
847,0,0,0,19,83,4,249,2,35,117,116,157,0,19,30,98,18,308,102,56,1413
848,0,0,0,104,20,33,671,110,12,105,222,72,0,81,78,2384,51,401,1387,3,5734
849,0,0,0,14,3,6,70,2,2,28,10,20,0,1,190,41,23,0,33,0,443
850,0,0,0,40,1,6,5,0,2,7,10,8,0,12,4,19,8,0,217,0,339
851,0,0,0,16,3,4,19,3,2,0,4,7,0,17,17,0,0,3,5,0,100
852,0,0,0,39,1,13,40,3,1,5,10,15,0,14,74,117,21,21,83,0,457
853,0,1,0,26,25,18,30,3,11,2,15,68,0,1,624,977,0,25,16,200,2042
854,4,0,0,8,19,5,66,11,4,8,47,11,0,6,60,24,0,32,56,4,365
855,0,0,0,8,21,44,76,8,0,2,12,15,0,7,106,76,8,51,49,0,483
856,0,0,0,16,0,22,833,2,61,0,33,189,0,2,121,219,2,402,72,0,1974
857,0,0,0,40,4,22,136,47,6,14,85,29,0,23,1302,53,0,41,122,0,1924
858,0,0,0,37,36,26,572,3,2,32,35,30,0,7,60,32,2,324,114,254,1566
859,0,0,0,20,0,0,26,12,4,18,13,6,0,4,69,0,0,96,19,0,287
860,2,11,0,1028,1106,769,800,249,104,67,115,200,0,199,16,313,75,120,84,0,5258
861,0,0,0,295,285,81,39,24,18,78,159,244,0,73,220,136,66,131,80,3,1932
862,0,0,17,641,1315,341,872,331,14,28,88,242,4,92,55,256,35,171,139,116,4757
863,0,0,0,63,48,343,449,5,13,143,56,107,0,17,69,215,84,253,145,3,2013
864,0,0,0,72,141,34,677,163,19,23,134,94,0,109,88,1392,48,132,252,0,3378
865,0,0,0,28,0,0,20,2,0,4,6,2,0,0,242,106,0,62,36,0,508
866,0,0,0,29,0,1,10,5,25,10,14,6,0,21,6,353,8,0,36,321,845
867,0,0,0,31,4,2,53,3,3,2,13,12,0,0,99,57,0,11,53,0,343
868,0,0,0,21,2,8,40,0,26,6,15,20,0,4,60,130,12,60,73,7,484
869,0,0,0,12,7,10,158,0,8,32,48,13,0,4,51,159,129,92,94,231,1048
870,0,0,0,28,67,29,61,0,21,3,23,15,0,6,14516,2,5,31,125,183,15115
871,0,0,0,232,319,120,728,400,148,423,169,721,0,98,83,1114,39,462,385,49,5490
872,3,0,0,237,30,53,1241,15,4,13,57,7,0,39,289,70,45,132,111,0,2346
873,2,63,0,1831,2421,1870,2130,1918,71,65,416,486,0,831,73,291,71,497,414,112,13562
874,0,0,0,43,0,77,36,904,17,3,273,19,0,0,28,0,102,362,107,139,2110
875,0,0,32,1326,815,860,1942,737,408,270,207,712,113,4911,255,593,241,1161,1137,672,16392
876,0,0,0,0,11,7,4,0,0,2,22,0,0,0,0,9,0,0,4,0,59
877,0,0,0,0,0,4,39,11,0,0,0,13,0,1,124,0,0,0,18,0,210
878,0,0,0,85,116,127,65,20,0,4,7,127,0,28,152,68,16,11,83,0,909
879,0,0,0,9,18,10,179,5,70,11,9,15,0,1,27,14,9,7,39,0,423
880,0,0,0,2,0,0,39,2,0,1,0,4,0,2,290,22,0,23,27,29,441
881,0,0,0,11,0,5,4,3,1,0,2,5,0,0,0,17,1,2,11,0,62
882,3,0,0,62,6,9,264,0,7,17,25,19,0,62,0,223,15,49,70,0,831
883,2,0,0,30,4,15,60,2,2,0,37,12,0,3,50,0,167,11,16,0,411
884,0,0,0,52,18,2,17,4,11,61,31,21,0,29,30,62,179,3,54,1,575
885,0,0,0,41,4,4,25,1,2,32,16,159,0,33,670,73,21,34,44,32,1191
886,2,0,0,91,7,38,132,25,4,4,9,27,0,30,63,51,26,18,84,21,632
887,2,0,0,15,2,0,22,1,2,0,7,15,0,9,210,35,0,23,35,0,378
888,0,0,0,4,0,0,31,0,0,0,9,0,0,2,183,11,0,0,25,0,265
889,0,0,0,7,0,0,7,79,0,4,0,0,0,0,16,29,0,18,25,0,185
890,0,0,0,17,0,0,61,0,1,0,0,4,0,2,0,57,10,18,70,0,240
891,0,0,0,7,0,0,48,0,11,15,0,13,0,13,45,19,0,28,105,0,304
892,0,0,7,49,247,132,63,406,3,3,22,106,0,1,0,30,16,62,62,0,1209
893,0,0,0,78,81,312,53,166,36,4,7,11,0,10,105,16,23,17,79,0,998
894,0,0,5,132,457,64,57,80,32,13,162,34,0,128,81,94,7,14,62,4,1426
895,0,0,0,74,15,31,27,19,0,3,22,11,0,66,161,66,0,6,98,0,599
896,5,7,5,438,635,925,353,574,2,113,81,53,0,67,61,4,2,16,178,0,3519
897,0,0,0,10,7,7,90,4,11,10,15,4,0,2,5,26,5,83,83,0,362
898,0,0,0,1,0,195,46,1,12,0,12,4,0,7,23,131,9,16,46,0,503
899,0,0,0,34,11,4,58,0,5,13,18,30,0,0,569,120,0,133,109,0,1104
900,0,0,0,19,2,59,200,3,23,31,33,35,0,48,80,232,0,227,148,487,1627
901,0,0,0,21,2,4,12,5,3,3,33,26,0,17,74,23,0,41,30,0,294
902,0,0,0,1,0,0,73,1,2,0,2,7,0,2,55,17,3,2,13,0,178
903,0,0,0,32,0,3,14,3,3,5,10,25,0,2,89,37,4,3,42,0,272
904,0,0,0,22,0,5,44,0,2,2,5,38,0,3,305,47,28,35,57,0,593
905,2,0,0,12,2,22,52,5,2,1,7,4,0,28,222,21,7,62,61,0,510
906,0,0,0,14,2,5,49,5,2,4,11,22,0,7,53,178,16,59,43,0,470
907,0,0,0,38,0,7,6,3,0,2,5,21,0,14,84,38,1,13,66,0,298
908,0,0,0,21,5,2,66,7,2,45,4,37,0,9,145,20,16,63,44,0,486
909,0,0,0,14,5,1,46,3,7,2,3,28,0,2,97,23,2,64,62,0,359
910,2,0,0,107,4,20,49,11,11,14,37,88,0,65,476,194,18,28,169,21,1314
911,0,0,0,43,5,44,132,3,645,29,6,78,0,5,11583,72,55,100,54,11,12865
912,0,0,0,62,43,2,114,3,7,31,4,81,0,22,163,35,63,84,82,0,796
913,0,0,0,65,17,12,424,7,44,188,418,208,0,66,115,189,53,355,165,38,2364
914,0,0,0,28,7,4,23,1,20,6,9,55,0,3,2,0,6,5,5,0,174
915,0,1,0,29,13,0,27,2,10,12,12,98,0,20,157,49,11,9,14,0,464
916,0,0,0,7,0,2,407,0,0,90,21,42,0,170,657,66,110,123,59,0,1754
917,0,0,0,38,5,27,84,7,21,43,3,41,0,22,194,42,36,0,7,276,846
918,0,0,0,81,23,31,175,18,10,43,77,74,0,38,706,55,51,25,49,96,1552
