CDSCode,StatusType,District,School,Street,StreetAbr,City,Zip,State,County,MailStreet,MailStrAbr,MailCity,MailZip,MailState,Latitude,Longitude
38103893830445,Active,San Francisco County Office of Education,S.F. County Civic Center Secondary,727 Golden Gate Avenue,727 Golden Gate Ave.,San Francisco,94102-3101,CA,San Francisco,727 Golden Gate Avenue,727 Golden Gate Ave.,San Francisco,94102-3101,CA,37.780691,-122.42308
38103893830874,Closed,San Francisco County Office of Education,Chase High School,,,,,,San Francisco,,,,,,,
38103893831328,Closed,San Francisco County Office of Education,Commerce High School,,,,,,San Francisco,,,,,,,
38103896069561,Active,San Francisco County Office of Education,S.F. County Special Education,3045 Santiago St,3045 Santiago St,San Francisco,94116-1526,CA,San Francisco,3045 Santiago St,3045 Santiago St,San Francisco,94116-1526,CA,37.743844,-122.49989
38103896092837,Closed,San Francisco County Office of Education,Girls' Residential Treatment C,,,,,,San Francisco,,,,,,,
38103896098206,Closed,San Francisco County Office of Education,Edgewood Home School,1801 Vicente Street,1801 Vicente St.,San Francisco,94116,CA,San Francisco,1801 Vicente Street,1801 Vicente St.,San Francisco,94116,CA,,
38322503890027,Closed,Community Center School (Youth,Community Center School (Youth,865 Page Street,865 Page St.,San Francisco,94117,CA,San Francisco,865 Page Street,865 Page St.,San Francisco,94117,CA,,
38684780000000,Active,San Francisco Unified,,555 Franklin Street,555 Franklin St.,San Francisco,94102-5207,CA,San Francisco,555 Franklin Street,555 Franklin St.,San Francisco,94102-5207,CA,37.779519,-122.42190
38684780101261,Closed,San Francisco Unified,Cross Cultural Enviromental Leadership (xcel) Academy,1350 7th Avenue,1350 7th Ave.,San Francisco,94122,CA,San Francisco,1350 7th Avenue,1350 7th Ave.,San Francisco,94122,CA,,
38684780101337,Active,San Francisco Unified,KIPP Bayview Academy,1060 Key Avenue,1060 Key Ave.,San Francisco,94124-3563,CA,San Francisco,1060 Key Avenue,1060 Key Ave.,San Francisco,94124,CA,37.719029,-122.39611
38684780101352,Active,San Francisco Unified,KIPP San Francisco Bay Academy,1430 Scott Street,1430 Scott St.,San Francisco,94115-3510,CA,San Francisco,1430 Scott Street,1430 Scott St.,San Francisco,94115-3510,CA,37.783129,-122.43773
38684780101774,Active,San Francisco Unified,Five Keys Charter (SF Sheriff's),1 Moreland Drive,1 Moreland Dr.,San Bruno,94066-1670,CA,San Francisco,70 Oak Grove Street,70 Oak Grove St.,San Francisco,94107-1019,CA,37.627724,-122.45574
38684780102087,Closed,San Francisco Unified,Excelsior Middle,325 La Grande Avenue,325 La Grande Ave.,San Francisco,94112,CA,San Francisco,325 La Grande Avenue,325 La Grande Ave.,San Francisco,94112,CA,,
38684780102103,Active,San Francisco Unified,Jordan (June) School for Equity,325 La Grande Avenue,325 La Grande Ave.,San Francisco,94112-2866,CA,San Francisco,325 La Grande Avenue,325 La Grande Ave.,San Francisco,94112-2866,CA,37.719997,-122.42550
38684780107300,Active,San Francisco Unified,City Arts and Tech High,325 La Grande Avenue,325 La Grande Ave.,San Francisco,94112-2866,CA,San Francisco,325 La Grande Avenue,325 La Grande Ave.,San Francisco,94112-2866,CA,37.719590,-122.42560
38684780109769,Closed,San Francisco Unified,Metropolitan Arts & Technology High,1195 Hudson Avenue,1195 Hudson Ave.,San Francisco,94124,CA,San Francisco,1195 Hudson Avenue,1195 Hudson Ave.,San Francisco,94124,CA,37.732309,-122.38217
38684780111427,Active,San Francisco Unified,Feinstein (Dianne) Elementary,2550 25th Avenue,2550 25th Ave.,San Francisco,94116-2901,CA,San Francisco,2550 25th Avenue,2550 25th Ave.,San Francisco,94116-2901,CA,37.739964,-122.48185
38684780117085,Closed,San Francisco Unified,"Bayview Essential School of Music, Art, and Social Justice",1195 Hudson Avenue,1195 Hudson Ave.,San Francisco,94124,CA,San Francisco,"555 Franklin Street, 3rd Floor","555 Franklin St., 3rd Fl.",San Francisco,94102,CA,,
38684780117465,Active,San Francisco Unified,Stockton (Commodore) Children Center,949 Washington Street,949 Washington St.,San Francisco,94108-1113,CA,San Francisco,949 Washington Street,949 Washington St.,San Francisco,94108-1113,CA,37.794832,-122.40905
38684780117473,Active,San Francisco Unified,Noriega Children Center,1775 44th Avenue,1775 44th Ave.,San Francisco,94122-4013,CA,San Francisco,1775 44th Avenue,1775 44th Ave.,San Francisco,94122-4013,CA,37.753466,-122.50338
38684780117481,Active,San Francisco Unified,San Miguel Children Center,300 Seneca Avenue,300 Seneca Ave.,San Francisco,94112-3248,CA,San Francisco,300 Seneca Avenue,300 Seneca Ave.,San Francisco,94112-3248,CA,37.721211,-122.44475
38684780117499,Active,San Francisco Unified,Presidio Early Ed.,387 Moraga Avenue,387 Moraga Ave.,San Francisco,94129-2235,CA,San Francisco,387 Moraga Avenue,387 Moraga Ave.,San Francisco,94129-2235,CA,37.797684,-122.46107
38684780117507,Active,San Francisco Unified,Cooper (Sarah B.) Children Center,940 Filbert Street,940 Filbert St.,San Francisco,94133-2606,CA,San Francisco,940 Filbert Street,940 Filbert St.,San Francisco,94133-2606,CA,37.800719,-122.41484
38684780117515,Active,San Francisco Unified,Weill (Raphael) Children Center,1501 O'Farrell Street,1501 O'Farrell St.,San Francisco,94115-3762,CA,San Francisco,1501 O'Farrell Street,1501 O'Farrell St.,San Francisco,94115-3762,CA,37.783512,-122.43013
38684780117523,Active,San Francisco Unified,Tule Elk Park Children Center,2110 Greenwich Street,2110 Greenwich St.,San Francisco,94123-3405,CA,San Francisco,2110 Greenwich Street,2110 Greenwich St.,San Francisco,94123-3405,CA,37.799081,-122.43481
38684780117531,Active,San Francisco Unified,McLaren (John) Children Centers,2055 Sunnydale Avenue,2055 Sunnydale Ave.,San Francisco,94134-2611,CA,San Francisco,2055 Sunnydale Avenue,2055 Sunnydale Ave.,San Francisco,94134-2611,CA,37.713557,-122.42191
38684780117564,Active,San Francisco Unified,Havard (Leona M) Early Education School,1520 Oakdale Avenue,1520 Oakdale Ave.,San Francisco,94124-2323,CA,San Francisco,1520 Oakdale Avenue,1520 Oakdale Ave.,San Francisco,94124-2323,CA,37.733772,-122.38887
38684780117572,Active,San Francisco Unified,Mahler (Theresa S.) Children Center,990 Church Street,990 Church St.,San Francisco,94114-3044,CA,San Francisco,990 Church Street,990 Church St.,San Francisco,94114-3044,CA,37.755547,-122.42800
38684780117580,Active,San Francisco Unified,Las Americas Children Center,801 Treat Avenue,801 Treat Ave.,San Francico,94110-2723,CA,San Francisco,801 Treat Avenue,801 Treat Ave.,San Francico,94110-2723,CA,37.757349,-122.41343
38684780118133,Active,San Francisco Unified,Five Keys Adult School (SF Sheriff's),70 Oak Grove,70 Oak Grove,San Francisco,94107-1019,CA,San Francisco,70 Oak Grove,70 Oak Grove,San Francisco,94107-1019,CA,37.777160,-122.40215
38684780118141,Active,San Francisco Unified,Five Keys Independence HS (SF Sheriff's),70 Oak Grove,70 Oak Grove,San Francisco,94107-1019,CA,San Francisco,70 Oak Grove,70 Oak Grove,San Francisco,94107-1019,CA,37.777170,-122.40214
38684780119875,Active,San Francisco Unified,S.F. International High,1050 York Street,1050 York St.,San Francisco,94110-3420,CA,San Francisco,1050 York Street,1050 York St.,San Francisco,94110-3420,CA,37.755210,-122.40844
38684780119958,Active,San Francisco Unified,Academy (The)- SF @McAteer,555 Portola Drive,555 Portola Dr.,San Francisco,94131-1616,CA,San Francisco,555 Portola Drive,555 Portola Dr.,San Francisco,94131-1616,CA,37.745874,-122.44998
38684780120386,Active,San Francisco Unified,Chinese Immersion School at DeAvila,1250 Waller Street,1250 Waller St.,San Francisco,94117-2919,CA,San Francisco,1250 Waller Street,1250 Waller St.,San Francisco,94117-2919,CA,37.769464,-122.44429
38684780123117,Active,San Francisco Unified,San Francisco Public Montessori,2340 Jackson Street,2340 Jackson St.,San Francisco,94115-1323,CA,San Francisco,2340 Jackson Street,2340 Jackson St.,San Francisco,94115-1323,CA,37.792616,-122.43354
38684780123265,Active,San Francisco Unified,Gateway Middle,1512 Golden Gate Avenue,1512 Golden Gate Ave.,San Francisco,94115-4515,CA,San Francisco,1512 Golden Gate Avenue,1512 Golden Gate Ave.,San Francisco,94115-4515,CA,37.779439,-122.43600
38684780123505,Active,San Francisco Unified,Mission Preparatory,75 Francis Street,75 Francis St.,San Francisco,94112-1924,CA,San Francisco,75 Francis Street,75 Francis St.,San Francisco,94112-1924,CA,37.727194,-122.43478
38684780127530,Active,San Francisco Unified,KIPP San Francisco College Preparatory,1195 Hudson Avenue,1195 Hudson Ave.,"San Francisco, CA",94124-2488,CA,San Francisco,1195 Hudson Avenue,1195 Hudson Ave.,"San Francisco, CA",94124-2488,CA,37.732308,-122.38247
38684780128876,Active,San Francisco Unified,Gateway to College,"50 Phelan Avenue Science Hall, Room 127","50 Phelan Ave. Science Hall, Room 127",San Francisco,94112-1821,CA,San Francisco,"50 Phelan Avenue Science Hall, Room 127","50 Phelan Ave. Science Hall, Room 127",San Francisco,94112-1821,CA,37.725819,-122.45111
38684780132241,Active,San Francisco Unified,Brown Jr. (Willie L) Middle,2055 Silver Avenue,2055 Silver Ave.,San Francisco,94122-2032,CA,San Francisco,2055 Silver Avenue,2055 Silver Ave.,San Francisco,94122-2032,CA,37.735911,-122.39969
38684783830031,Active,San Francisco Unified,Wells (Ida B.) High,1099 Hayes Street,1099 Hayes St.,San Francisco,94117-1621,CA,San Francisco,1099 Hayes Street,1099 Hayes St.,San Francisco,94117-1621,CA,37.775392,-122.43446
38684783830049,Closed,San Francisco Unified,San Francisco High (Homebound),135 Van Ness,135 Van Ness,San Francisco,94102,CA,San Francisco,135 Van Ness,135 Van Ness,San Francisco,94102,CA,,
38684783830064,Active,San Francisco Unified,Downtown High,693 Vermont Street,693 Vermont St.,San Francisco,94107-2635,CA,San Francisco,693 Vermont Street,693 Vermont St.,San Francisco,94107-2635,CA,37.760939,-122.40407
38684783830072,Closed,San Francisco Unified,McAteer (J. Eugene) High,555 Portola Drive,555 Portola Dr.,San Francisco,94131-1616,CA,San Francisco,555 Portola Drive,555 Portola Dr.,San Francisco,94131-1616,CA,,
38684783830080,Closed,San Francisco Unified,Hilltop High (Alter. Ed.),1325 Florida Street,1325 Florida St.,San Francisco,94110,CA,San Francisco,1325 Florida Street,1325 Florida St.,San Francisco,94110,CA,,
38684783830106,Closed,San Francisco Unified,School for Business and Commer,350 Broadway,350 Broadway,San Francisco,94133,CA,San Francisco,350 Broadway,350 Broadway,San Francisco,94133,CA,,
38684783830122,Closed,San Francisco Unified,Adams (John) Adult High,1860 Hayes Street,1860 Hayes St.,San Francisco,94117-1220,CA,San Francisco,1860 Hayes Street,1860 Hayes St.,San Francisco,94117-1220,CA,,
38684783830130,Closed,San Francisco Unified,Youth Guidance Center,166 the Embarcadero,166 the Embarcadero,San Francisco,94105,CA,San Francisco,166 the Embarcadero,166 the Embarcadero,San Francisco,94105,CA,,
38684783830148,Closed,San Francisco Unified,Bay Senior High (Alter. Ed.),1541 12th Avenue,1541 12th Ave.,San Francisco,94116,CA,San Francisco,1541 12th Avenue,1541 12th Ave.,San Francisco,94116,CA,,
38684783830155,Closed,San Francisco Unified,John L. Roberts Development Ce,1775 44th Avenue,1775 44th Ave.,San Francisco,94122,CA,San Francisco,1775 44th Avenue,1775 44th Ave.,San Francisco,94122,CA,,
38684783830163,Closed,San Francisco Unified,Newcomer High,1350 Seventh Avenue,1350 Seventh Ave.,San Francisco,94122,CA,San Francisco,1350 Seventh Avenue,1350 Seventh Ave.,San Francisco,94122,CA,37.763349,-122.46411
38684783830189,Closed,San Francisco Unified,St. Elizabeth Special Service,100 Masonic Avenue,100 Masonic Ave.,San Francisco,94118,CA,San Francisco,100 Masonic Avenue,100 Masonic Ave.,San Francisco,94118,CA,,
38684783830197,Active,San Francisco Unified,Independence High,1350 7th Avenue,1350 7th Ave.,San Francisco,94122-2508,CA,San Francisco,1350 7th Avenue,1350 7th Ave.,San Francisco,94122-2508,CA,37.763243,-122.46382
38684783830205,Active,San Francisco Unified,Wallenberg (Raoul) Traditional High,40 Vega Street,40 Vega St.,San Francisco,94115-3826,CA,San Francisco,40 Vega Street,40 Vega St.,San Francisco,94115-3826,CA,37.780171,-122.44575
38684783830213,Closed,San Francisco Unified,Mark Twain High (Cont.),1920 41st Avenue,1920 41st Ave.,San Francisco,94124,CA,San Francisco,1920 41st Avenue,1920 41st Ave.,San Francisco,94124,CA,,
38684783830221,Closed,San Francisco Unified,Sunshine High,2730 Bryant Street,2730 Bryant St.,San Francisco,94110,CA,San Francisco,2730 Bryant Street,2730 Bryant St.,San Francisco,94110,CA,,
38684783830239,Closed,San Francisco Unified,Mt. Zion School,1600 Divisidero Street,1600 Divisidero St.,San Francisco,94115,CA,San Francisco,1600 Divisidero Street,1600 Divisidero St.,San Francisco,94115,CA,,
38684783830247,Merged,San Francisco Unified,College Park High,700 Font Boulevard,700 Font Blvd.,San Francisco,94132,CA,San Francisco,700 Font Boulevard,700 Font Blvd.,San Francisco,94132,CA,,
38684783830254,Active,San Francisco Unified,Burton (Phillip and Sala) Academic High,400 Mansell Street,400 Mansell St.,San Francisco,94134-1829,CA,San Francisco,400 Mansell Street,400 Mansell St.,San Francisco,94134-1829,CA,37.720698,-122.40507
38684783830262,Merged,San Francisco Unified,McLaren (John) Park High,2055 Sunnyvale,2055 Sunnyvale,San Francisco,94134,CA,San Francisco,2055 Sunnyvale,2055 Sunnyvale,San Francisco,94134,CA,,
38684783830270,Merged,San Francisco Unified,Court School,375 Woodside Drive,375 Woodside Dr.,San Francisco,94127,CA,San Francisco,375 Woodside Drive,375 Woodside Dr.,San Francisco,94127,CA,,
38684783830288,Active,San Francisco Unified,Balboa High,1000 Cayuga Avenue,1000 Cayuga Ave.,San Francisco,94112-3236,CA,San Francisco,1000 Cayuga Avenue,1000 Cayuga Ave.,San Francisco,94112-3236,CA,37.722073,-122.43985
38684783830296,Closed,San Francisco Unified,Hospital and Homebound,700 Font Boulevard,700 Font Blvd.,San Francisco,94132,CA,San Francisco,700 Font Boulevard,700 Font Blvd.,San Francisco,94132,CA,,
38684783830353,Closed,San Francisco Unified,International Studies Academy,655 De Haro Street,655 De Haro St.,San Francisco,94107-2635,CA,San Francisco,655 De Haro Street,655 De Haro St.,San Francisco,94107-2635,CA,37.761597,-122.40120
38684783830387,Active,San Francisco Unified,"Asawa (Ruth) SF Sch of the Arts, A Public School",555 Portola Drive,555 Portola Dr.,San Francisco,94131-1616,CA,San Francisco,555 Portola Drive,555 Portola Dr.,San Francisco,94131-1616,CA,37.745874,-122.44998
38684783830395,Merged,San Francisco Unified,Alternative/Opportunity,135 Van Ness,135 Van Ness,San Francisco,94102,CA,San Francisco,135 Van Ness,135 Van Ness,San Francisco,94102,CA,,
38684783830403,Active,San Francisco Unified,Marshall (Thurgood) High,45 Conkling Street,45 Conkling St.,San Francisco,94124-1931,CA,San Francisco,45 Conkling Street,45 Conkling St.,San Francisco,94124-1931,CA,37.735717,-122.40188
38684783830411,Active,San Francisco Unified,Leadership High,350 Seneca Avenue,350 Seneca Ave.,San Francisco,94112-3248,CA,San Francisco,350 Seneca Avenue,350 Seneca Ave.,San Francisco,94112-3248,CA,37.721527,-122.44557
38684783830429,Active,San Francisco Unified,Life Learning Academy Charter,"651 Eighth Street, Building 229 Treasure Island","651 Eighth St., Bldg. 229 Treasure Island",San Francisco,94130-1901,CA,San Francisco,"651 Eighth Street, Building 229 Treasure Island","651 Eighth St., Bldg. 229 Treasure Island",San Francisco,94130-1901,CA,37.770910,-122.40479
38684783830437,Active,San Francisco Unified,Gateway High,1430 Scott Street,1430 Scott St.,San Francisco,94115-3510,CA,San Francisco,1430 Scott Street,1430 Scott St.,San Francisco,94115-3510,CA,37.783129,-122.43773
38684783830452,Closed,San Francisco Unified,Urban Pioneer Experiential Academy,682 Schofield Road,682 Schofield Rd.,San Francisco,94129,CA,San Francisco,PO Box 29610,PO Box 29610,San Francisco,94129,CA,,
38684783831765,Active,San Francisco Unified,Galileo High,1150 Francisco Street,1150 Francisco St.,San Francisco,94109-1004,CA,San Francisco,1150 Francisco Street,1150 Francisco St.,San Francisco,94109-1004,CA,37.803401,-122.42408
38684783831773,Closed,San Francisco Unified,San Francisco Skill Center,1311 Sutter Street,1311 Sutter St.,San Francisco,94109,CA,San Francisco,1311 Sutter Street,1311 Sutter St.,San Francisco,94109,CA,,
38684783832086,Closed,San Francisco Unified,Samuel Gompers High,110 Bartlett Street,110 Bartlett St.,San Francisco,94110,CA,San Francisco,110 Bartlett Street,110 Bartlett St.,San Francisco,94110,CA,,
38684783833241,Active,San Francisco Unified,Lincoln (Abraham) High,2162 24th Avenue,2162 24th Ave.,San Francisco,94116-1723,CA,San Francisco,2162 24th Avenue,2162 24th Ave.,San Francisco,94116-1723,CA,37.747259,-122.48132
38684783833407,Active,San Francisco Unified,Lowell High,1101 Eucalyptus Drive,1101 Eucalyptus Dr.,San Francisco,94132-1401,CA,San Francisco,1101 Eucalyptus Drive,1101 Eucalyptus Dr.,San Francisco,94132-1401,CA,37.731044,-122.48355
38684783834082,Active,San Francisco Unified,Mission High,3750 18th Street,3750 18th St.,San Francisco,94114-2614,CA,San Francisco,3750 18th Street,3750 18th St.,San Francisco,94114-2614,CA,37.761403,-122.42728
38684783834769,Active,San Francisco Unified,O'Connell (John) High,2355 Folsom Street,2355 Folsom St.,San Francisco,94110-2010,CA,San Francisco,2355 Folsom Street,2355 Folsom St.,San Francisco,94110-2010,CA,37.759631,-122.41468
38684783834819,Closed,San Francisco Unified,Opportunity High,663 Howard Street,663 Howard St.,San Francisco,94105,CA,San Francisco,663 Howard Street,663 Howard St.,San Francisco,94105,CA,,
38684783834926,Closed,San Francisco Unified,Eugene J. McAteer Staging Scho,701 Frederick Street,701 Frederick St.,San Francisco,94117,CA,San Francisco,701 Frederick Street,701 Frederick St.,San Francisco,94117,CA,,
38684783839081,Active,San Francisco Unified,Washington (George) High,600 32nd Avenue,600 32nd Ave.,San Francisco,94121-2733,CA,San Francisco,600 32nd Avenue,600 32nd Ave.,San Francisco,94121-2733,CA,37.777781,-122.49203
38684783839404,Closed,San Francisco Unified,Woodrow Wilson High,400 Mansell Street,400 Mansell St.,San Francisco,94134-1898,CA,San Francisco,Cosed Per Psd Update 10/95,Cosed Per Psd Update 10/95,San Francisco,94134-1898,CA,,
38684783890100,Closed,San Francisco Unified,Westside Community Mental Heal,2201 Sutter Street,2201 Sutter St.,San Francisco,94115,CA,San Francisco,2201 Sutter Street,2201 Sutter St.,San Francisco,94115,CA,,
38684786040695,Active,San Francisco Unified,Alamo Elementary,250 23rd Avenue,250 23rd Ave.,San Francisco,94121-2009,CA,San Francisco,250 23rd Avenue,250 23rd Ave.,San Francisco,94121-2009,CA,37.782958,-122.48280
38684786040703,Active,San Francisco Unified,Alvarado Elementary,625 Douglas Street,625 Douglas St.,San Francisco,94114-3140,CA,San Francisco,625 Douglas Street,625 Douglas St.,San Francisco,94114-3140,CA,37.753675,-122.43873
38684786040711,Closed,San Francisco Unified,Andrew Jackson Elementary,2049 Grove Street,2049 Grove St.,San Francisco,94117,CA,San Francisco,2049 Grove Street,2049 Grove St.,San Francisco,94117,CA,,
38684786040729,Closed,San Francisco Unified,Anza Elementary,40 Vega Street,40 Vega St.,San Francisco,94115,CA,San Francisco,40 Vega Street,40 Vega St.,San Francisco,94115,CA,,
38684786040737,Active,San Francisco Unified,Argonne Elementary,680 18th Avenue,680 18th Ave.,San Francisco,94121-3818,CA,San Francisco,680 18th Avenue,680 18th Ave.,San Francisco,94121-3818,CA,37.775150,-122.47679
38684786040745,Closed,San Francisco Unified,Bayview Elem.,71 Bayview Street,71 Bayview St.,San Francisco,94124,CA,San Francisco,71 Bayview Street,71 Bayview St.,San Francisco,94124,CA,,
38684786040752,Active,San Francisco Unified,Carmichael (Bessie)/FEC,375 Seventh Street,375 Seventh St.,San Francisco,94103-4020,CA,San Francisco,375 Seventh Street,375 Seventh St.,San Francisco,94103-4020,CA,37.775856,-122.40674
38684786040760,Active,San Francisco Unified,Harte (Bret) Elementary,1035 Gilman Avenue,1035 Gilman Ave.,San Francisco,94124-3710,CA,San Francisco,1035 Gilman Avenue,1035 Gilman Ave.,San Francisco,94124-3710,CA,37.718610,-122.38889
38684786040778,Active,San Francisco Unified,Bryant Elementary,2641 25th Street,2641 25th St.,San Francisco,94110-3514,CA,San Francisco,2641 25th Street,2641 25th St.,San Francisco,94110-3514,CA,37.751628,-122.40490
38684786040786,Closed,San Francisco Unified,Buena Vista Elementary,3531 22nd Street,3531 22nd St.,San Francisco,94114,CA,San Francisco,3531 22nd Street,3531 22nd St.,San Francisco,94114,CA,,
38684786040794,Merged,San Francisco Unified,Burnett Elementary,1551 Newcomb Avenue,1551 Newcomb Ave.,San Francisco,94124,CA,San Francisco,1551 Newcomb Avenue,1551 Newcomb Ave.,San Francisco,94124,CA,,
38684786040802,Closed,San Francisco Unified,Cabrillo Elementary,735 24th Avenue,735 24th Ave.,San Francisco,94121-3711,CA,San Francisco,735 24th Avenue,735 24th Ave.,San Francisco,94121-3711,CA,,
38684786040810,Closed,San Francisco Unified,Candlestick Cove Elementary,120 Lathrop Avenue,120 Lathrop Ave.,San Francisco,94134,CA,San Francisco,120 Lathrop Avenue,120 Lathrop Ave.,San Francisco,94134,CA,,
38684786040828,Active,San Francisco Unified,Clarendon Alternative Elementary,500 Clarendon Avenue,500 Clarendon Ave.,San Francisco,94131-1113,CA,San Francisco,500 Clarendon Avenue,500 Clarendon Ave.,San Francisco,94131-1113,CA,37.752989,-122.45611
38684786040836,Active,San Francisco Unified,Cleveland Elementary,455 Athens Street,455 Athens St.,San Francisco,94112-2801,CA,San Francisco,455 Athens Street,455 Athens St.,San Francisco,94112-2801,CA,37.720733,-122.42904
38684786040844,Closed,San Francisco Unified,Columbus Elementary,1541 12th Avenue,1541 12th Ave.,San Francisco,94122,CA,San Francisco,1541 12th Avenue,1541 12th Ave.,San Francisco,94122,CA,,
38684786040851,Active,San Francisco Unified,Sloat (Commodore) Elementary,50 Darien Way,50 Darien Way,San Francisco,94127-1902,CA,San Francisco,50 Darien Way,50 Darien Way,San Francisco,94127-1902,CA,37.731881,-122.47096
38684786040877,Active,San Francisco Unified,Lau (Gordon J.) Elementary,950 Clay Street,950 Clay St.,San Francisco,94108-1521,CA,San Francisco,950 Clay Street,950 Clay St.,San Francisco,94108-1521,CA,37.793981,-122.40868
38684786040885,Closed,San Francisco Unified,Corbett Elem.,500 Corbett Avenue,500 Corbett Ave.,San Francisco,94114,CA,San Francisco,500 Corbett Avenue,500 Corbett Ave.,San Francisco,94114,CA,,
38684786040893,Active,San Francisco Unified,Webster (Daniel) Elementary,465 Missouri Street,465 Missouri St.,San Francisco,94107-2826,CA,San Francisco,465 Missouri Street,465 Missouri St.,San Francisco,94107-2826,CA,37.760489,-122.39623
38684786040901,Closed,San Francisco Unified,Diamond Heights Elementary,350 Amber,350 Amber,San Francisco,94131,CA,San Francisco,350 Amber,350 Amber,San Francisco,94131,CA,,
38684786040919,Active,San Francisco Unified,Milk (Harvey) Civil Rights Elementary,4235 19th Street,4235 19th St.,San Francisco,94114-2415,CA,San Francisco,4235 19th Street,4235 19th St.,San Francisco,94114-2415,CA,37.759148,-122.43634
38684786040927,Closed,San Francisco Unified,William de Avila Elementary,1351 Haight Street,1351 Haight St.,San Francisco,94117-2908,CA,San Francisco,1351 Haight Street,1351 Haight St.,San Francisco,94117-2908,CA,,
38684786040935,Active,San Francisco Unified,Edison Charter Academy,3531 22nd Street,3531 22nd St.,San Francisco,94114-3405,CA,San Francisco,3531 22nd Street,3531 22nd St.,San Francisco,94114-3405,CA,37.754937,-122.42620
38684786040943,Active,San Francisco Unified,Taylor (Edward R.) Elementary,423 Burrows Street,423 Burrows St.,San Francisco,94134-1449,CA,San Francisco,423 Burrows Street,423 Burrows St.,San Francisco,94134-1449,CA,37.728000,-122.40733
38684786040950,Active,San Francisco Unified,El Dorado Elementary,70 Delta Street,70 Delta St.,San Francisco,94134-2145,CA,San Francisco,70 Delta Street,70 Delta St.,San Francisco,94134-2145,CA,37.719265,-122.40673
38684786040968,Active,San Francisco Unified,Cobb (William L.) Elementary,2725 California Street,2725 California St.,San Francisco,94115-2513,CA,San Francisco,2725 California Street,2725 California St.,San Francisco,94115-2513,CA,37.788174,-122.43918
38684786040976,Closed,San Francisco Unified,Excelsior Elementary,125 Excelsior Avenue,125 Excelsior Ave.,San Francisco,94112,CA,San Francisco,125 Excelsior Avenue,125 Excelsior Ave.,San Francisco,94112,CA,,
38684786040984,Active,San Francisco Unified,Fairmount Elementary,65 Chenery Street,65 Chenery St.,San Francisco,94131-2706,CA,San Francisco,65 Chenery Street,65 Chenery St.,San Francisco,94131-2706,CA,37.740659,-122.42559
38684786040992,Closed,San Francisco Unified,Farragut,621 Holloway Avenue,621 Holloway Ave.,San Francisco,94112,CA,San Francisco,621 Holloway Avenue,621 Holloway Ave.,San Francisco,94112,CA,,
38684786041008,Active,San Francisco Unified,Key (Francis Scott) Elementary,1530 43rd Avenue,1530 43rd Ave.,San Francisco,94122-2925,CA,San Francisco,1530 43rd Avenue,1530 43rd Ave.,San Francisco,94122-2925,CA,37.758154,-122.50249
38684786041016,Active,San Francisco Unified,McCoppin (Frank) Elementary,651 Sixth Avenue,651 Sixth Ave.,San Francisco,94118-3804,CA,San Francisco,651 Sixth Avenue,651 Sixth Ave.,San Francisco,94118-3804,CA,37.776283,-122.46401
38684786041024,Closed,San Francisco Unified,Frederic Burk Elementary,700 Font Boulevard,700 Font Blvd.,San Francisco,94116,CA,San Francisco,Area Iii-2051 34th Avenue,Area Iii-2051 34th Ave.,San Francisco,94116,CA,,
38684786041032,Closed,San Francisco Unified,"Brown, Jr., (Willie L.) Elementary",2055 Silver Avenue,2055 Silver Ave.,San Francisco,94124-2032,CA,San Francisco,2055 Silver Avenue,2055 Silver Ave.,San Francisco,94124-2032,CA,37.736097,-122.39939
38684786041040,Active,San Francisco Unified,Garfield Elementary,420 Filbert Street,420 Filbert St.,San Francisco,94133-3002,CA,San Francisco,420 Filbert Street,420 Filbert St.,San Francisco,94133-3002,CA,37.801800,-122.40673
38684786041057,Closed,San Francisco Unified,Geary Elementary,"3630 Divisadero, Area Iv","3630 Divisadero, Area Iv",San Francisco,94123,CA,San Francisco,"3630 Divisadero, Area Iv","3630 Divisadero, Area Iv",San Francisco,94123,CA,,
38684786041065,Active,San Francisco Unified,Peabody (George) Elementary,251 Sixth Avenue,251 Sixth Ave.,San Francisco,94118-2311,CA,San Francisco,251 Sixth Avenue,251 Sixth Ave.,San Francisco,94118-2311,CA,37.783947,-122.46456
38684786041073,Active,San Francisco Unified,Glen Park Elementary,151 Lippard Avenue,151 Lippard Ave.,San Francisco,94131-3249,CA,San Francisco,151 Lippard Avenue,151 Lippard Ave.,San Francisco,94131-3249,CA,37.733107,-122.43608
38684786041081,Closed,San Francisco Unified,Golden Gate Elementary,1601 Turk Street,1601 Turk St.,San Francisco,94115-4527,CA,San Francisco,1601 Turk Street,1601 Turk St.,San Francisco,94115-4527,CA,,
38684786041099,Closed,San Francisco Unified,Gough School (Impaired Hearing,1945 Washington Street,1945 Washington St.,San Francisco,94109,CA,San Francisco,1945 Washington Street,1945 Washington St.,San Francisco,94109,CA,,
38684786041107,Closed,San Francisco Unified,Grant Elem.,2940 Pacific Avenue,2940 Pacific Ave.,San Francisco,94115,CA,San Francisco,2940 Pacific Avenue,2940 Pacific Ave.,San Francisco,94115,CA,,
38684786041115,Active,San Francisco Unified,Grattan Elementary,165 Grattan Street,165 Grattan St.,San Francisco,94117-4208,CA,San Francisco,165 Grattan Street,165 Grattan St.,San Francisco,94117-4208,CA,37.763858,-122.45052
