ZONE,DISTRICT,SD,COUNTY,TOTHH,HHPOP,TOTPOP,EMPRES,SFDU,MFDU,HHINCQ1,HHINCQ2,HHINCQ3,HHINCQ4,TOTACRE,RESACRE,CIACRE,SHPOP62P,TOTEMP,AGE0004,AGE0519,AGE2044,AGE4564,AGE65P,RETEMPN,FPSEMPN,HEREMPN,OTHEMPN,AGREMPN,MWTEMPN,PRKCST,OPRKCST,AREATYPE,HSENROLL,COLLFTE,COLLPTE,TOPOLOGY,TERMINAL,ZERO,hhlds,sftaz,gqpop
117,3,3,1,1470,4389,4444,2255,423,1189,344,573,320,233,70,35,9,0.103,546,365,806,2059,906,308,33,103,310,74,0,26,0,0,1,0,0,0,3,3.1644,0,1470,117,55
118,3,3,1,1441,4742,4774,2716,249,1262,514,383,277,267,62,27,8,0.089,469,405,840,2334,918,277,53,150,38,216,1,11,0,0,2,0,0,0,3,3.8148,0,1441,118,32
119,3,3,1,773,2473,2541,1256,181,668,205,175,254,139,39,20,4,0.113,428,204,467,1124,549,197,96,28,225,62,0,17,0,0,2,0,0,0,3,3.48097,0,773,119,68
120,3,3,1,1097,3302,3344,1833,323,850,281,283,267,266,78,30,10,0.106,433,261,634,1527,678,244,90,62,147,107,1,26,0,0,2,0,0,0,2,2.79762,0,1097,120,42
121,3,3,1,1264,3021,3086,1711,929,448,275,337,279,373,140,52,11,0.164,469,154,351,1269,961,351,131,93,105,93,0,47,0,0,3,0,0,0,1,2.05811,0,1264,121,65
122,3,3,1,2132,5212,5422,3101,1310,968,452,568,585,527,160,72,5,0.141,662,342,687,2332,1545,516,80,137,295,133,0,17,0,0,3,0,0,0,1,2.47561,0,2132,122,210
123,3,3,1,1745,4205,4338,2389,641,1246,397,486,451,411,89,37,16,0.138,2050,282,513,1963,1172,408,286,204,714,789,1,56,0,0,1,0,0,0,1,3.96328,0,1745,123,133
124,3,3,1,1537,4109,4125,2218,753,609,860,271,190,216,94,39,3,0.127,849,276,683,1760,1047,359,52,53,73,647,0,24,0,0,3,0,0,0,1,3.45163,0,1537,124,16
125,3,3,1,1050,2898,2905,1615,866,256,281,260,277,232,82,38,3,0.171,210,193,463,1054,839,356,35,61,69,34,5,6,0,0,3,0,0,0,1,2.33393,0,1050,125,7
126,3,3,1,1407,4195,4211,1785,909,628,427,387,323,270,122,63,1,0.154,215,331,748,1573,1095,464,47,93,34,34,0,7,0,0,3,0,0,0,1,2.17144,0,1407,126,16
127,3,3,1,1755,3812,3838,2251,1036,861,346,376,395,638,128,71,6,0.142,503,215,377,1667,1221,358,69,136,181,98,1,18,0,0,2,0,0,0,1,2.03373,0,1755,127,26
128,3,3,1,2409,5001,5047,3046,678,1953,459,656,621,673,119,69,4.11321,0.136,520,262,455,2509,1355,466,108,125,184,94,1,8,0,0,3,0,0,0,1,2.38806,0,2409,128,46
129,3,3,1,2074,3954,3954,2341,864,1312,385,558,456,675,148,76,1,0.19,310,166,302,1588,1371,527,58,90,94,61,0,7,0,0,2,0,0,0,1,1.952,0,2074,129,0
130,3,3,1,1965,4344,4345,2283,1334,590,652,440,390,483,307,103,43,0.198,1242,214,509,1404,1615,603,233,188,213,581,0,27,0,0,2,1406.42651,0,0,1,1.77362,0,1965,130,1
131,3,3,1,2599,6261,6261,3209,2637,104,514,582,583,920,348,199,1,0.236,567,335,725,1807,2311,1083,128,189,100,137,1,12,0,0,3,0,0,0,1,1.55666,0,2599,131,0
132,3,3,1,1409,3896,3899,1986,1152,358,392,316,255,446,205,104.94115,15,0.204,1302,236,577,1214,1299,573,217,165,297,592,0,31,0,0,3,869.29047,0,0,1,1.92161,0,1409,132,3
133,3,3,1,2425,6140,6142,3207,1894,700,487,664,615,659,280,116,67,0.173,5087,333,794,2276,2002,737,186,433,4003,421,3,41,0,0,3,0,6540.02734,20617.30664,1,2.66703,0,2425,133,2
134,3,3,1,2441,8369,8433,3532,2192,446,601,754,582,504,254,118.06819,17,0.191,827,545,1333,2916,2462,1177,186,166,159,266,0,50,0,0,3,0,0,0,1,2.23234,0,2441,134,64
135,3,3,1,1464,5685,5691,2287,1083,513,286,536,322,320,100,59,6,0.168,658,378,1117,2038,1460,698,158,80,320,82,0,18,0,0,3,0,0,0,1,2.83538,0,1464,135,6
136,3,3,1,932,3076,3491,1352,967,28,215,306,207,204,87,50,9,0.291,1218,225,506,1066,869,825,51,114,815,99,1,138,0,0,3,0,0,0,1,2.79964,0,932,136,415
137,3,3,1,1538,5577,5584,2410,1557,99,391,412,384,351,137,84.23708,4,0.195,476,356,947,1883,1592,806,152,60,168,90,1,5,0,0,3,0,0,0,1,2.21566,0,1538,137,7
138,3,3,1,2483,9159,9234,3616,2189,519,688,819,557,419,292,120,26,0.191,1211,672,1639,3138,2471,1314,210,166,464,309,4,58,0,0,3,0,0,0,1,2.3395,0,2483,138,75
139,3,3,1,1294,5145,5180,1772,1281,115,388,374,292,240,161,65,18,0.191,756,313,1040,1642,1453,732,94,173,161,145,4,179,0,0,3,1329.87378,0,0,1,2.36007,0,1294,139,35
140,3,3,1,1125,4018,4019,1555,1081,143,287,366,267,205,101,61,3,0.184,210,292,863,1256,1062,546,44,41,92,22,1,10,0,0,3,0,0,0,1,2.11657,0,1125,140,1
141,3,3,1,716,2543,2611,835,449,340,267,246,128,75,53,25,5,0.149,162,203,668,867,590,283,40,33,25,48,1,15,0,0,3,0,0,0,1,2.62369,0,716,141,68
142,3,3,1,147,291,354,116,59,101,41,31,44,31,824,7,480.54523,0.086,12674,7,26,177,131,13,626,2014,1697,3807,30,4500,0,0,1,0,0,0,3,2.02582,0,147,142,63
143,3,3,1,444,1560,1665,532,349,106,195,147,76,26,53,16,10,0.162,1174,133,386,528,424,194,64,130,324,559,3,94,0,0,3,0,0,0,2,3.9354,0,444,143,105
144,3,3,1,1302,3725,3731,1193,603,677,759,274,193,76,122,38,7,0.127,4990,327,1046,1118,915,325,36,3943,525,356,2,128,0,0,3,0,0,0,1,7.08134,0,1302,144,6
145,3,3,1,1500,4658,4676,1495,64,1237,1290,162,35,13,243,52,70.11478,0.069,4966,600,1672,1407,795,202,10,3689,461,576,2,228,0,0,3,0,0,0,1,3.30067,0,1500,145,18
146,3,3,1,331,1011,1011,487,127,131,254,37,27,13,689,3.01515,651,0.073,54,70,291,332,282,36,7,8,3,13,0,23,0,0,3,0,0,0,2,0.9275,0,331,146,0
147,3,3,1,1196,4383,4496,1437,1059,271,404,352,246,194,206,63,43,0.156,1945,395,1086,1443,1061,511,120,215,216,945,1,448,0,0,3,0,0,0,2,2.41342,0,1196,147,113
148,3,3,1,970,3708,3708,1185,733,318,404,264,192,110,204,55,54,0.144,1847,367,1031,1192,719,399,89,306,330,699,0,423,0,0,3,0,0,0,1,2.20896,0,970,148,0
149,3,3,1,1544,4871,4878,2391,1231,431,653,321,278,292,517,77.76595,140,0.17,2215,249,952,1697,1386,594,46,937,742,318,2,170,0,0,3,0,0,0,1,1.71869,0,1544,149,7
150,3,3,1,1241,5288,5288,1827,826,564,608,243,219,171,158,31.6875,70,0.141,1296,464,1073,1953,1272,526,136,191,132,648,0,189,0,0,3,0,0,0,1,2.33747,0,1241,150,0
151,3,3,1,549,1874,1894,804,437,179,148,180,110,111,59,27,1,0.18,70,95,357,646,550,246,21,24,9,10,0,6,0,0,3,0,0,0,1,2.16624,0,549,151,20
152,3,3,1,1305,4163,4219,1809,1335,86,294,370,361,280,182,72,27,0.219,482,278,726,1317,1198,700,61,61,282,57,0,21,0,0,3,2009.01282,0,0,1,1.83819,0,1305,152,56
153,3,3,1,1089,4065,4075,1902,1103,85,281,338,260,210,101,59,1,0.169,1232,275,766,1381,1161,492,39,77,116,608,1,391,0,0,3,0,0,0,1,2.94508,0,1089,153,10
154,3,3,1,1043,4041,4093,1709,931,201,304,316,276,147,92,48,14,0.18,860,268,737,1383,1171,534,72,88,75,587,1,37,0,0,3,0,0,0,1,2.62644,0,1043,154,52
155,3,3,1,1082,4318,4335,1703,1007,65,403,318,216,145,82,49,3,0.192,181,262,858,1407,1191,617,39,46,70,22,2,2,0,0,3,0,0,0,1,2.47832,0,1082,155,17
156,3,3,1,634,2707,2713,1182,599,106,127,265,131,111,45,25,2,0.135,40,237,604,976,638,258,21,8,2,6,0,3,0,0,3,0,0,0,1,2.6864,0,634,156,6
157,3,3,1,943,3177,3177,1015,332,679,494,275,118,56,66,12,32,0.1,45,471,940,1010,530,226,12,9,9,12,0,3,0,0,3,0,0,0,1,2.18116,0,943,157,0
158,3,3,1,231,702,825,435,187,23,111,29,64,27,397,9,22,0.177,279,36,232,235,214,108,4,13,222,36,0,4,0,0,3,0,0,0,1,1.74074,0,231,158,123
159,3,3,1,1459,5039,5063,2077,1182,350,407,424,346,282,179,83,3,0.197,188,379,848,1690,1403,743,45,34,77,32,0,0,0,0,3,0,0,0,1,2.00216,0,1459,159,24
160,3,3,1,1255,4720,4720,2003,1233,144,289,376,346,244,95,62,2,0.175,204,343,854,1634,1289,600,59,44,66,28,0,7,0,0,3,0,0,0,1,2.30062,0,1255,160,0
161,3,3,1,1110,4213,4216,1777,1026,189,277,382,251,200,82,50,4,0.162,919,301,796,1468,1165,486,53,116,152,576,1,21,0,0,3,0,0,0,1,2.96861,0,1110,161,3
162,3,3,1,1249,4803,4815,1897,1112,244,351,382,251,265,92,56,4,0.191,540,326,814,1626,1372,677,130,58,157,53,0,142,0,0,3,0,0,0,1,2.66176,0,1249,162,12
163,3,3,1,1182,4324,4395,1660,1042,268,292,374,263,253,94,62,3,0.201,304,325,790,1449,1163,668,64,41,115,78,0,6,0,0,3,0,0,0,1,2.25922,0,1182,163,71
164,3,3,1,1881,7446,7512,3310,1635,391,388,565,488,440,183,87,21,0.186,551,493,1286,2604,2100,1029,168,60,175,122,0,26,0,0,3,0,0,0,1,2.31078,0,1881,164,66
165,3,3,1,1806,6586,6598,2851,1469,500,412,543,440,411,175,75,42,0.217,1971,394,965,2270,1887,1082,398,143,865,536,2,27,0,0,3,1465.69751,0,0,1,2.58893,0,1806,165,12
166,3,3,1,2547,9165,9259,3991,2313,453,534,852,622,539,205,122,12,0.18,713,626,1518,3321,2576,1218,95,149,311,144,0,14,0,0,3,464.2807,0,0,1,2.31231,0,2547,166,94
167,3,3,1,1774,6576,6659,2582,1693,237,420,538,493,323,196,104,15,0.168,854,483,1300,2310,1756,810,74,90,98,589,0,3,0,0,3,0,0,0,1,2.16635,0,1774,167,83
168,4,4,1,2955,9111,9129,3910,3051,188,748,867,765,575,272,142,26,0.199,647,525,1502,3032,2736,1334,149,142,138,205,1,12,0,0,3,0,0,0,1,1.99581,0,2955,168,18
169,4,4,1,2295,6469,6485,3080,2405,57,374,436,498,987,457,270,20,0.24,2137,348,1106,1603,2268,1160,189,433,1059,365,1,90,0,0,3,710.00549,0,0,1,1.59773,0,2295,169,16
170,4,4,1,2207,5770,5867,2763,2011,323,405,446,477,879,305,164,19,0.253,1990,334,845,1603,1952,1133,334,431,849,330,1,45,0,0,3,0,0,0,1,1.91474,0,2207,170,97
171,4,4,1,879,2265,2272,1138,874,37,135,177,161,406,132,74,4.19393,0.228,1172,147,305,679,756,385,155,166,273,563,0,15,0,0,3,0,0,0,1,2.03976,0,879,171,7
172,4,4,1,1952,5191,5191,2603,1738,302,381,449,423,699,238,142,13,0.218,1432,283,818,1502,1760,828,266,215,285,626,3,37,0,0,3,0,0,0,1,1.86908,0,1952,172,0
173,4,4,1,1386,3605,3605,1621,1235,221,279,298,361,448,147,91,1,0.234,346,193,518,1120,1137,637,87,93,20,45,0,101,0,0,3,0,0,0,1,1.73171,0,1386,173,0
174,4,4,1,2415,5754,5823,3059,1422,1119,539,669,544,663,182,113,3,0.21,802,257,637,2336,1675,918,91,124,502,81,1,3,0,0,3,0,0,0,1,2.05618,0,2415,174,69
175,4,4,1,2147,4443,4474,2681,300,1946,624,598,426,499,86,47.27549,6,0.135,1294,196,357,2505,983,433,179,211,622,237,0,45,0,0,2,0,0,0,1,3.3821,0,2147,175,31
176,4,4,1,1848,3964,3967,2118,388,1567,438,571,458,381,91,48,7,0.185,1359,187,360,1805,1076,539,377,103,288,573,0,18,0,0,2,0,0,0,1,3.19664,0,1848,176,3
177,4,4,1,3412,8789,8830,4662,1820,1791,795,953,858,806,220,133,14,0.199,1657,381,1137,3496,2511,1305,347,377,582,196,2,153,0,0,3,0,0,0,1,2.41274,0,3412,177,41
178,4,4,1,2428,6711,6720,3273,1872,717,599,690,488,651,206,121,5,0.225,492,346,888,2349,1986,1151,106,117,179,72,1,17,0,0,3,0,0,0,1,1.98084,0,2428,178,9
179,4,4,1,2738,7947,7955,3954,2127,788,624,825,569,720,230,134,9,0.226,550,409,1075,2845,2251,1375,180,94,171,81,0,24,0,0,3,0,0,0,1,2.01775,0,2738,179,8
180,4,4,1,1801,4410,4442,2342,598,1303,482,570,400,349,93,55,3,0.152,894,190,522,1939,1326,465,91,67,148,566,0,22,0,0,3,0,0,0,1,2.87418,0,1801,180,32
181,4,4,1,1885,5388,5393,2704,1496,495,480,499,498,408,205,90,3,0.192,310,275,742,2068,1546,762,64,127,64,42,0,13,0,0,3,0,0,0,1,2.03625,0,1885,181,5
182,4,4,1,2388,6763,6768,3172,1915,596,576,761,615,436,234,118,2,0.209,330,292,1025,2370,2025,1056,114,64,60,79,0,13,0,0,3,0,0,0,2,1.98392,0,2388,182,5
183,4,4,1,2442,7209,7229,3304,2202,373,637,719,570,516,284,130,18,0.242,986,351,1055,2369,2104,1350,192,89,626,58,0,21,0,0,3,2158.42114,0,0,1,2.02213,0,2442,183,20
184,4,4,1,3047,8987,9014,3913,2962,265,711,828,701,807,287,178,6,0.243,1520,493,1221,2896,2723,1681,269,187,319,663,1,81,0,0,3,0,0,0,1,2.09324,0,3047,184,27
185,4,4,1,2914,8297,8438,4033,2339,741,716,816,715,667,309,145,40,0.233,1793,418,1049,3105,2351,1515,186,495,864,211,0,37,0,0,3,3027.71167,221.71249,7.54786,1,2.09666,0,2914,185,141
186,4,4,1,2718,7797,7873,3550,2509,338,532,740,694,752,376,172,15,0.237,1741,415,1149,2532,2349,1428,210,565,621,284,0,61,0,0,3,0,0,0,1,2.02002,0,2718,186,76
187,4,4,1,1442,3982,3995,1517,1508,17,282,358,352,450,214,116,10,0.32,691,175,582,1004,1203,1031,308,119,150,67,1,46,0,0,3,0,0,0,2,1.67727,0,1442,187,13
188,4,4,1,720,1714,3867,1236,0,794,247,191,105,177,232,11,178,0.127,4285,71,1058,1987,356,395,1456,196,1794,792,0,47,0,0,2,3632.75928,15925.50195,10209.11914,1,2.22201,0,720,188,2153
189,4,4,1,2142,5113,5113,2148,393,2017,854,572,390,326,201,72,6,0.185,240,315,636,2236,1212,714,31,116,64,21,1,7,0,0,2,0,0,0,1,2.1551,0,2142,189,0
190,4,4,1,943,1597,1602,992,173,879,228,317,197,201,1381,14,28,0.178,932,49,111,787,449,206,8,16,744,156,0,8,0,0,3,0,0,0,1,2.50497,0,943,190,5
191,5,5,2,1403,3834,3834,1667,1389,130,366,337,384,316,489,125,26,0.271,835,187,601,1137,1096,813,277,154,134,233,0,37,0,0,3,0,0,0,1,1.57079,0,1403,191,0
192,5,5,2,2713,6748,6752,3070,184,2785,776,950,596,391,143,66,37,0.132,1018,398,1086,3162,1477,629,401,258,312,23,0,24,0,0,3,0,0,0,1,2.44732,0,2713,192,4
193,5,5,2,1922,5845,5985,2765,1386,704,402,540,597,383,498,233,45,0.17,1691,379,1235,2034,1603,734,46,460,642,306,4,233,0,0,4,0,0,0,1,1.52821,0,1922,193,140
194,5,5,2,2101,7217,7304,3323,1543,672,539,500,529,533,390,160.66533,148,0.219,2784,338,1294,2333,2141,1198,118,150,2131,143,16,226,0,0,4,1865.78271,0,0,1,1.69093,0,2101,194,87
195,5,5,2,1839,5662,5669,2588,1833,148,340,486,526,487,236,137,12,0.233,333,269,925,1825,1648,1002,61,80,141,32,2,17,0,0,4,0,0,0,1,1.64667,0,1839,195,7
196,5,5,2,1968,6846,6873,3287,2079,19,382,553,572,461,581,152,81,0.161,329,372,1432,2291,2014,764,45,106,110,54,0,14,0,0,4,0,0,0,1,1.46454,0,1968,196,27
197,5,5,2,1292,4922,4940,2657,1327,55,151,281,365,495,165,90,12,0.208,593,233,914,1570,1466,757,144,64,107,236,0,42,0,0,3,0,0,0,1,1.97861,0,1292,197,18
198,5,5,2,1659,4675,4992,2133,323,1494,394,513,449,303,177,82,33,0.188,1226,338,881,2065,984,724,78,317,681,67,0,83,0,0,3,0,0,0,1,2.10044,0,1659,198,317
199,5,5,2,1077,2313,2313,1361,176,995,210,339,334,194,326,46,138,0.122,2735,127,324,977,710,175,1318,276,903,186,2,50,0,0,3,0,0,0,1,1.75136,0,1077,199,0
200,5,5,2,923,2641,2671,1215,630,425,196,325,221,181,1639,176,177,0.285,3881,108,445,753,763,602,2039,111,1152,421,2,156,0,0,4,0,0,0,1,1.49931,0,923,200,30
201,5,5,2,2382,7705,7724,3608,910,1589,790,694,521,377,244,67.68541,59,0.151,1128,551,1591,2886,1859,837,198,212,323,224,15,156,0,0,3,0,0,0,1,2.32657,0,2382,201,19
202,5,5,2,2090,7301,7316,3469,1510,733,329,540,601,620,329,181,38,0.16,547,462,1410,2561,2065,818,36,72,375,51,2,11,0,0,3,0,0,0,1,1.57827,0,2090,202,15
203,5,5,2,1427,5355,5355,2464,1086,455,305,403,406,313,187,62,42,0.148,1312,316,1091,2027,1369,552,235,437,369,194,4,73,0,0,3,1419.6626,0,0,1,2.32312,0,1427,203,0
204,5,5,2,2055,7635,7749,3574,1629,605,456,562,505,532,206,91,27,0.156,1194,443,1604,2810,2039,853,125,251,443,211,1,163,0,0,3,0,0,0,1,2.45941,0,2055,204,114
205,5,5,2,2242,8136,8152,3866,2020,376,284,544,653,761,231,148,10,0.165,272,450,1623,2909,2214,956,33,74,123,36,0,6,0,0,3,0,0,0,1,1.85726,0,2242,205,16
206,5,5,2,1245,3941,3941,1967,1096,165,188,313,402,342,571,115,3,0.182,150,202,726,1374,1121,518,21,57,8,57,0,7,0,0,3,0,0,0,1,1.52547,0,1245,206,0
207,5,5,2,1043,4003,4006,1625,926,194,286,325,246,186,280,87,110,0.17,979,225,966,1267,1057,491,59,67,417,236,0,200,0,0,3,0,0,0,1,1.45993,0,1043,207,3
208,5,5,2,2002,4795,4811,2395,1549,643,492,563,426,521,3702,291,809,0.137,5705,205,709,1740,1760,397,249,785,511,1272,6,2882,0,0,4,0,0,0,1,1.19516,0,2002,208,16
209,5,5,2,2446,7562,7580,3411,2328,304,378,583,723,762,866,378,51,0.186,773,427,1413,2589,2127,1024,72,168,399,80,0,54,0,0,4,0,0,0,1,1.27816,0,2446,209,18
210,5,5,2,940,3548,3571,1532,713,306,231,301,262,146,121,72,19,0.097,538,308,878,1446,710,229,75,177,42,90,0,154,0,0,3,0,0,0,1,1.82504,0,940,210,23
211,5,5,2,2458,7878,7967,3518,1579,1100,749,865,482,362,232,130,28,0.128,1496,648,1724,3277,1582,736,214,281,554,339,0,108,0,0,2,0,0,0,1,2.16971,0,2458,211,89
212,5,5,2,1208,4217,4303,1849,861,350,394,237,311,266,2734,171.04306,1825.73401,0.16,26894,273,944,1453,1147,486,2023,5119,3192,3255,145,13160,0,0,3,1683.36853,0,0,2,1.5126,0,1208,212,86
213,5,5,2,2687,6767,6809,2854,1972,819,692,714,659,622,661,281,44,0.291,1443,291,1156,1993,1779,1590,129,284,783,185,12,50,0,0,4,0,0,0,1,1.44777,0,2687,213,42
214,5,5,2,1994,6058,6135,2537,2013,125,374,498,623,499,449,270,37,0.238,590,367,1159,1821,1665,1123,65,132,172,199,1,21,0,0,4,0,0,0,1,1.32306,0,1994,214,77
215,5,5,2,2082,5636,5649,2622,1071,1161,481,572,569,460,261.39999,167,33,0.175,791,335,1098,2036,1462,718,195,108,140,215,0,133,0,0,4,0,0,0,1,1.5522,0,2082,215,13
216,5,5,2,1361,3680,3686,1699,767,794,318,372,357,314,267.20001,77,103,0.175,2756,219,716,1329,954,468,348,201,2023,133,0,51,0,0,3,1534.32214,0,0,1,1.90632,0,1361,216,6
217,5,5,2,1288,4118,4229,1849,1383,8,238,351,410,289,280,169,22,0.195,536,217,885,1333,1188,606,46,89,326,43,0,32,0,0,4,0,0,0,1,1.39808,0,1288,217,111
218,5,5,2,1816,5630,5643,3171,1502,458,223,393,610,590,217,120,12,0.166,658,299,1014,1901,1788,641,40,329,236,30,0,23,0,0,3,0,0,0,1,1.84547,0,1816,218,13
219,5,5,2,1652,6088,6095,3088,1744,23,245,374,508,525,239,154,12,0.171,394,286,1164,1907,2029,709,43,58,195,67,0,31,0,0,3,0,0,0,1,1.62978,0,1652,219,7
220,5,5,2,1824,5601,5623,2726,1371,589,262,506,539,517,449,193,87,0.108,442,336,1110,2275,1526,376,74,176,108,60,0,24,0,0,4,0,0,0,1,1.31002,0,1824,220,22
221,5,5,2,1411,4356,4356,2284,1181,358,245,383,413,370,305,156,36,0.145,377,226,856,1498,1362,414,134,105,69,47,0,22,0,0,4,0,0,0,1,1.37128,0,1411,221,0
222,5,5,2,1568,3743,3812,2028,983,720,230,465,439,434,285,157,25,0.134,803,182,644,1536,1115,335,184,147,361,72,0,39,0,0,4,0,0,0,1,1.44647,0,1568,222,69
223,5,5,2,1822,4030,4062,2285,1190,780,312,499,531,480,835,205,332,0.143,1267,198,629,1522,1341,372,79,229,545,261,0,153,0,0,4,0,0,0,1,1.12859,0,1822,223,32
224,5,5,2,1183,3153,3156,1614,1167,112,172,282,325,404,1761,217,88,0.166,517,158,573,969,1109,347,68,125,137,175,2,10,0,0,4,0,0,0,1,1.14786,0,1183,224,3
225,5,5,2,1377,3672,3723,1889,1392,105,204,330,463,380,1050,216.06575,44.05479,0.174,1333,194,791,1207,1072,459,363,257,477,168,0,68,0,0,4,0,0,0,1,1.36317,0,1377,225,51
226,5,5,2,2317,6216,6222,3208,2290,177,396,530,691,700,1997,503,149,0.179,1149,350,1336,1797,1959,780,306,254,285,211,5,88,0,0,4,0,0,0,1,1.13693,0,2317,226,6
227,5,5,2,2083,5494,5494,3065,1777,366,405,403,552,723,2831,533,193,0.166,424,258,1077,1505,2063,591,116,130,55,111,0,12,0,0,4,1518.68713,0,0,1,1.05243,0,2083,227,0
228,5,5,2,11,33,39,24,0,11,1,5,3,2,232,2,207,0.087,0,3,5,9,21,1,0,0,0,0,0,0,0,0,4,0,0,0,1,0.90062,0,11,228,6
229,5,5,2,1626,5305,5322,2574,1403,364,222,364,448,592,546,243,179,0.121,1125,292,1015,2054,1559,402,61,122,819,78,0,45,0,0,4,0,1741.46997,5446.26855,1,1.22841,0,1626,229,17
230,5,5,2,2656,8181,8184,4270,2154,643,321,579,894,862,361,211,57,0.14,906,467,1774,2754,2432,757,241,148,392,67,8,50,0,0,4,0,0,0,1,1.5669,0,2656,230,3
231,5,5,2,1493,5018,5147,2496,1469,129,198,330,428,537,287,191,17,0.189,374,242,964,1550,1710,681,54,118,92,36,0,74,0,0,4,0,0,0,1,1.39951,0,1493,231,129
232,5,5,2,1638,5035,5248,2568,1708,70,163,359,494,622,459,295,27,0.202,372,259,1066,1543,1604,776,28,121,180,30,0,13,0,0,4,0,0,0,1,1.22687,0,1638,232,213
233,5,5,2,3101,7145,7151,3697,1670,1645,573,827,775,926,708,290,159,0.206,910,338,1030,2463,2245,1075,86,233,322,92,0,177,0,0,4,0,0,0,1,1.2579,0,3101,233,6
234,5,5,2,1377,2466,2466,1493,158,1231,613,319,303,142,549,36,192,0.129,6143,120,259,1175,706,206,1905,1515,1396,894,3,430,0,0,3,0,0,0,1,2.23974,0,1377,234,0
235,5,5,2,1079,3005,3006,1480,1153,16,213,259,276,331,223,133,14,0.223,660,174,580,887,858,507,27,122,225,241,20,25,0,0,4,1148.65356,0,0,1,1.44129,0,1079,235,1
236,5,5,2,1999,5087,5114,2602,1628,558,444,608,552,395,486,197,58,0.196,967,262,876,1821,1414,741,118,109,434,249,0,57,0,0,4,0,0,0,1,1.40457,0,1999,236,27
237,5,5,2,2384,7495,7624,3209,1350,1281,599,679,740,366,273,112,51,0.128,1691,542,1594,3022,1796,670,236,259,937,176,2,81,0,0,3,0,0,0,2,2.14591,0,2384,237,129
238,5,5,2,1053,4086,4086,1638,890,246,285,360,261,147,426,135,162,0.11,786,278,1046,1531,933,298,49,77,71,354,0,235,0,0,3,0,0,0,3,1.24726,0,1053,238,0
239,5,5,2,0,0,0,0,0,0,0,0,0,0,1686,0,1681,0,4792,0,0,0,0,0,31,813,533,1336,83,1996,0,0,3,0,0,0,3,1.01979,0,0,239,0
240,5,5,2,1655,4260,4504,1971,843,948,467,517,375,296,500,150.49881,184,0.225,3263,223,771,1654,1069,787,497,430,1656,508,2,170,0,0,3,0,0,0,2,1.54738,0,1655,240,244
241,5,5,2,1268,3302,3327,1324,1126,247,251,303,324,390,401,198,28,0.31,558,129,560,807,1010,821,3,131,225,145,0,54,0,0,4,0,0,0,1,1.25619,0,1268,241,25
242,5,5,2,871,2480,2480,894,949,0,154,220,205,292,331,147,25,0.311,209,85,450,549,784,612,5,65,75,35,3,26,0,0,4,0,0,0,1,1.19716,0,871,242,0
243,5,5,2,946,2700,2714,1083,942,71,122,197,240,387,252,169,10,0.248,489,118,488,693,911,504,17,102,304,54,0,12,0,0,4,0,0,0,1,1.27504,0,946,243,14
244,5,5,2,1854,4946,4954,1694,999,995,361,483,451,559,261,161,38,0.248,1070,230,922,1478,1372,952,216,209,424,184,5,32,0,0,4,0,0,0,1,1.5557,0,1854,244,8
245,5,5,2,1239,3240,3270,1163,945,382,158,229,313,539,380,261,32,0.33,450,116,473,791,1026,864,8,152,223,47,0,20,0,0,4,1534.32214,0,0,1,1.15498,0,1239,245,30
246,5,5,2,2752,7066,7416,2673,2085,867,317,590,579,1266,1036,552,154,0.314,3674,325,1187,1870,2169,1865,163,570,2397,442,1,101,0,0,4,457.58923,0,0,1,1.30118,0,2752,246,350
247,5,5,2,1273,3583,3595,1396,1162,190,238,289,247,499,230,154,20,0.202,380,255,650,1049,1116,525,46,108,57,158,1,10,0,0,4,0,0,0,1,1.34594,0,1273,247,12
248,5,5,2,1340,2955,2955,1438,719,741,265,406,320,349,687,123,370,0.162,9859,130,414,1288,782,341,546,2456,1873,1392,29,3563,0,0,3,0,0,0,3,1.85881,0,1340,248,0
249,6,6,2,2424,5713,5713,2653,1672,1015,399,595,625,805,699,207,283,0.148,7644,355,989,2293,1483,593,522,2846,1308,560,15,2393,0,0,3,0,0,0,3,1.76729,0,2424,249,0
250,6,6,2,1887,4509,4575,2043,1303,727,242,411,430,804,280,198,12,0.186,839,276,704,1651,1330,614,112,268,198,237,6,18,0,0,4,0,0,0,2,1.44301,0,1887,250,66
251,6,6,2,2667,4864,4873,2562,513,2398,394,701,654,918,277,152,44,0.2,4697,170,438,2237,1304,724,1322,1475,917,686,33,264,0,0,2,1347.74182,0,0,3,2.35307,0,2667,251,9
252,6,6,2,1953,5722,5722,2424,2022,0,82,167,280,1424,2124,1435,201,0.265,1054,249,1143,1097,2101,1132,19,389,475,59,3,109,0,0,4,0,0,0,1,0.98513,0,1953,252,0
253,6,6,2,988,2562,2562,1229,828,240,68,130,158,632,282,218,4,0.229,225,151,468,659,852,432,33,112,45,26,0,9,0,0,4,0,0,0,1,1.13909,0,988,253,0
254,6,6,2,1853,5512,5513,2424,1925,0,69,146,235,1403,1976,1445,20,0.24,1086,268,1161,1048,2075,961,17,442,295,253,11,68,0,0,4,259.54001,0,0,1,0.99386,0,1853,254,1
255,6,6,2,1286,3481,3485,1492,1233,119,193,286,259,548,342,224,37,0.239,625,205,665,781,1218,616,71,229,223,54,0,48,0,0,4,1633.33679,0,0,1,1.22949,0,1286,255,4
